site,year,transectid,stationID,trapid,start lat,start long,end lat,end long,trap lat,trap long,prebait start date,prebait start time,prebait end date,prebait end time,trapinidate,trapinitime,observer,trapcheckdate,trapchecktime,trapped,tag_time,species,tag#,recap,photo,comments
nome,2012,,29,29a,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,29,29a,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,29,29a,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,29,29a,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,29,29b,,,,,64.44821,-164.93446,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,30,30a,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,30,30b,,,,,64.44817,-164.93477,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,31,31a,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,31,31b,,,,,64.44814,-164.93513,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,32,32a,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,32,32b,,,,,64.44810,-164.93544,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,33,33a,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,33,33b,,,,,64.44804,-164.93575,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,34,34a,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,34,34b,,,,,64.44796,-164.93605,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,35,35a,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,35,35b,,,,,64.44788,-164.93636,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,36,36a,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,36,36b,,,,,64.44781,-164.93668,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,37,37a,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,37,37b,,,,,64.44772,-164.93694,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,38,38a,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,38,38b,,,,,64.44759,-164.93686,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,39,39a,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,39,39b,,,,,64.44744,-164.93672,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,40,40a,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,40,40b,,,,,64.44728,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,41,41a,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,41,41b,,,,,64.44717,-164.93661,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,42,42a,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,23:00,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,13:00,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,17:30,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,10-Jul-12,22:30,0,.,.,.,.,.,
nome,2012,,42,42b,,,,,64.44704,-164.93651,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,11-Jul-12,12:30,0,.,.,.,.,.,
nome,2012,,43,43a,,,,,64.44710,-164.93629,1-Jul-12,,9-Jul-12,,9-Jul-12,,tesson,9-Jul-12,17:30,0,.,.,.,.,.,
