Book_page,Year,Site,Nest_ID,Egg_num,Length,Width,Comments
,2013,barr,13barrsesa290,1,30.4,21.8,
,2013,barr,13barrsesa290,3,29.4,21.9,
,2013,barr,13barrsesa295,2,29.9,20.9,
,2013,barr,13barrsesa295,3,29.7,21.2,
,2013,barr,13barrsesa295,4,30.2,21.3,
,2013,barr,13barrsesa295,1,29.9,21.7,
,2013,barr,13barrsesa296,1,30.6,20.5,
,2013,barr,13barrsesa296,2,30.8,20.5,
,2013,barr,13barrsesa296,3,31.6,20.5,
,2013,barr,13barrsesa299,2,28.9,21.8,
,2013,barr,13barrsesa299,1,29.3,22,
,2013,barr,13barrsesa299,3,29.6,22.1,
,2013,barr,13barrsesa301,3,29.5,20.5,
,2013,barr,13barrsesa301,2,30,21,
,2013,barr,13barrsesa301,1,29.3,21.4,
,2013,barr,13barrsesa306,1,29.8,21,
,2013,barr,13barrsesa306,3,29,21.1,
,2013,barr,13barrsesa306,2,30.2,21.5,
,2013,barr,13barrsesa321,2,29.1,21.3,
,2013,barr,13barrsesa321,4,31,21.6,
,2013,barr,13barrsesa321,1,30.2,21.7,
,2013,barr,13barrsesa321,3,30,21.8,
,2013,barr,13barrsesa336,1,29,21.2,
,2013,barr,13barrsesa336,2,28.5,21.5,
,2013,barr,13barrsesa336,4,28.1,21.9,
,2013,barr,13barrsesa336,3,29.7,21.9,
,2013,barr,13barrsesa339,4,29.3,20.8,
,2013,barr,13barrsesa339,1,29.5,21.1,
,2013,barr,13barrsesa339,2,30.2,21.3,
,2013,barr,13barrsesa339,3,30.8,21.5,
,2013,barr,13barrsesa345,2,29.4,21.2,
,2013,barr,13barrsesa345,3,30.5,21.6,
,2013,barr,13barrsesa345,1,30,22,
,2013,barr,13barrsesa352,2,30.1,20.8,
,2013,barr,13barrsesa352,3,31.1,20.9,
,2013,barr,13barrsesa352,1,29.4,21.4,
,2013,barr,13barrsesa361,2,29.4,20.7,
,2013,barr,13barrsesa361,4,29.9,20.7,
,2013,barr,13barrsesa361,1,30.1,20.9,
,2013,barr,13barrsesa361,3,30,21.2,
,2013,barr,13barrsesa381,4,30.6,21.4,
,2013,barr,13barrsesa381,1,30.4,21.5,
,2013,barr,13barrsesa381,2,31.1,21.6,
,2013,barr,13barrsesa381,3,30,21.9,
,2013,barr,13barrsesa382,2,30.7,21.2,
,2013,barr,13barrsesa382,4,30.5,21.3,
,2013,barr,13barrsesa382,3,31,21.4,
,2013,barr,13barrsesa382,1,30,21.9,
,2013,barr,13barrsesa412,3,30.2,21.6,
,2013,barr,13barrsesa412,2,29.6,21.9,
,2013,barr,13barrsesa412,4,29.4,22.1,
,2013,barr,13barrsesa412,1,29.6,22.1,
,2013,barr,13barrsesa414,4,30.3,20.8,
,2013,barr,13barrsesa414,1,31.9,20.9,
,2013,barr,13barrsesa414,3,29.8,21.4,
,2013,barr,13barrsesa414,2,30.2,21.4,
,2013,barr,13barrsesa420,3,30,20.8,
,2013,barr,13barrsesa420,4,29.8,20.9,
,2013,barr,13barrsesa420,2,28.9,21,
,2013,barr,13barrsesa420,1,28.1,21.2,
,2013,barr,13barrsesa422,4,31.1,21.2,
,2013,barr,13barrsesa422,1,30.5,21.3,
,2013,barr,13barrsesa422,2,30.5,21.3,
,2013,barr,13barrsesa422,3,30.5,21.3,
,2013,barr,13barrwesa023,1,30.5,20.7,
,2013,barr,13barrwesa023,3,30.2,21.5,
,2013,barr,13barrwesa023,2,30.5,21.9,
,2013,barr,13barrwesa023,4,31.3,21.9,
,2013,barr,13barrwesa033,2,32.1,22.1,
,2013,barr,13barrwesa033,3,31.2,22.2,
,2013,barr,13barrwesa033,1,30.9,22.9,
,2013,barr,13barrwesa037,2,32.3,21.3,
,2013,barr,13barrwesa037,1,32.1,21.5,
,2013,barr,13barrwesa037,3,32.2,21.6,
,2013,barr,13barrwesa037,4,32.9,21.8,
,2013,barr,13barrwesa047,4,31.3,21.6,
,2013,barr,13barrwesa047,1,31.2,22.1,
,2013,barr,13barrwesa047,3,30.1,22.2,
,2013,barr,13barrwesa047,2,30.9,22.2,
,2013,barr,13barrwesa056,1,30.2,21.9,
,2013,barr,13barrwesa056,2,32,22.3,
,2013,barr,13barrwesa056,3,31.2,22.4,
,2013,barr,13barrwesa060,1,32.7,22.9,
,2013,barr,13barrwesa060,3,34.3,22.9,
,2013,barr,13barrwesa060,2,32.6,23,
,2013,barr,13barrwesa091,4,32,21.6,
,2013,barr,13barrwesa091,2,31,21.8,
,2013,barr,13barrwesa091,1,31.8,21.8,
,2013,barr,13barrwesa091,3,32.4,21.9,
,2013,barr,13barrwesa141,1,29.8,21.6,
,2013,barr,13barrwesa141,4,29.2,21.7,
,2013,barr,13barrwesa141,2,29.6,22,
,2013,barr,13barrwesa141,3,28.9,22.2,
,2013,barr,13barrwesa143,4,31,20.3,
,2013,barr,13barrwesa143,1,31.5,21,
,2013,barr,13barrwesa143,3,32.7,22.1,
,2013,barr,13barrwesa143,2,33.5,22.1,
,2013,barr,13barrwesa146,3,30.2,21.3,
,2013,barr,13barrwesa146,1,31.3,21.5,
,2013,barr,13barrwesa146,4,31.5,21.6,
,2013,barr,13barrwesa146,2,30.6,21.7,
,2013,barr,13barrwesa155,3,30.6,21.5,
,2013,barr,13barrwesa155,2,29.6,21.8,
,2013,barr,13barrwesa155,1,30.6,21.8,
,2013,barr,13barrwesa155,4,29.8,21.9,
,2013,barr,13barrwesa166,1,31.5,22,
,2013,barr,13barrwesa166,4,32.6,22.1,
,2013,barr,13barrwesa166,2,30.7,22.6,
,2013,barr,13barrwesa166,3,30.9,22.9,
,2013,barr,13barrwesa181,1,31.8,22,
,2013,barr,13barrwesa181,2,31.5,22.1,
,2013,barr,13barrwesa181,3,32,22.4,
,2013,barr,13barrwesa201,1,31.1,22.3,
,2013,barr,13barrwesa201,2,31.2,22.3,
,2013,barr,13barrwesa201,3,30.6,22.4,
,2013,barr,13barrwesa201,4,30.9,22.5,
,2013,barr,13barrwesa209,2,31.9,21.9,
,2013,barr,13barrwesa209,1,31,22.1,
,2013,barr,13barrwesa209,3,30.8,22.2,
,2013,barr,13barrwesa214,2,32.5,21,
,2013,barr,13barrwesa214,3,33,21,
,2013,barr,13barrwesa214,1,31.9,21.1,
,2013,barr,13barrwesa214,4,31.1,21.7,
,2013,barr,13barrwesa220,4,30.3,21.7,
,2013,barr,13barrwesa220,2,31.2,21.9,
,2013,barr,13barrwesa220,3,31.1,22,
,2013,barr,13barrwesa220,1,30.9,22.2,
,2013,barr,13barrwesa221,1,31.1,21.7,
,2013,barr,13barrwesa221,3,30.1,21.8,
,2013,barr,13barrwesa221,4,30,22,
,2013,barr,13barrwesa221,2,30.6,22.1,
,2013,barr,13barrwesa230,4,21.5,20.8,
,2013,barr,13barrwesa230,1,31.4,21.2,
,2013,barr,13barrwesa230,2,31.9,21.4,
,2013,barr,13barrwesa230,3,29.6,21.6,
,2013,barr,13barrwesa238,4,31.6,21.4,
,2013,barr,13barrwesa238,3,32.6,21.7,
,2013,barr,13barrwesa238,2,32.2,21.8,
,2013,barr,13barrwesa238,1,31.7,22.1,
,2013,barr,13barrwesa247,1,31.1,22,
,2013,barr,13barrwesa247,3,31,22.2,
,2013,barr,13barrwesa247,2,31.6,22.2,
,2013,barr,13barrwesa247,4,31.2,22.5,
,2013,barr,13barrwesa250,3,29.9,20.6,
,2013,barr,13barrwesa250,1,29.5,20.7,
,2013,barr,13barrwesa250,2,30,20.7,
,2013,barr,13barrwesa250,4,30,21,
,2013,barr,13barrwesa252,4,27.8,21.8,
,2013,barr,13barrwesa252,1,28.6,22.3,
,2013,barr,13barrwesa252,2,30,22.4,
,2013,barr,13barrwesa252,3,31,22.5,
,2013,barr,13barrwesa262,2,30.4,21.3,
,2013,barr,13barrwesa262,1,30.6,21.5,
,2013,barr,13barrwesa262,4,31.1,21.5,
,2013,barr,13barrwesa262,3,30,21.9,
,2013,barr,13barrwesa263,3,30.5,22,
,2013,barr,13barrwesa263,2,29.8,22.1,
,2013,barr,13barrwesa263,4,30,22.1,
,2013,barr,13barrwesa263,1,30.2,22.1,
,2013,barr,13barrwesa266,1,31.7,22.4,
,2013,barr,13barrwesa271,2,31.9,22.2,
,2013,barr,13barrwesa271,1,32,22.2,
,2013,barr,13barrwesa271,3,32.3,22.2,
,2013,barr,13barrwesa272,1,32.9,21.7,
,2013,barr,13barrwesa272,2,30.9,22.1,
,2013,barr,13barrwesa272,3,30.4,22.4,
,2013,barr,13barrwesa274,2,31,23,
,2013,barr,13barrwesa274,3,31.4,23.1,
,2013,barr,13barrwesa274,1,30.9,23.2,
,2013,barr,13barrwesa275,2,31.9,21.2,
,2013,barr,13barrwesa275,3,31.1,21.5,
,2013,barr,13barrwesa275,1,30.4,21.7,
,2013,barr,13barrwesa288,2,31.6,21.8,
,2013,barr,13barrwesa288,3,31.4,22,
,2013,barr,13barrwesa288,1,31,22.1,
,2013,barr,13barrwesa288,4,30.4,22.5,
,2013,barr,13barrwesa298,3,31.6,21.4,
,2013,barr,13barrwesa298,4,30.7,21.6,
,2013,barr,13barrwesa298,2,31,21.7,
,2013,barr,13barrwesa298,1,31.1,21.9,
,2013,barr,13barrwesa307,2,31.4,21.9,
,2013,barr,13barrwesa307,4,31,22,
,2013,barr,13barrwesa307,3,31.4,22.1,
,2013,barr,13barrwesa307,1,31,22.2,
,2013,barr,13barrwesa314,3,27.7,20.9,
,2013,barr,13barrwesa314,1,29,21.3,
,2013,barr,13barrwesa314,2,29.6,21.6,
,2013,barr,13barrwesa320,1,30.5,22.4,
,2013,barr,13barrwesa320,3,30.9,22.4,
,2013,barr,13barrwesa320,2,30.7,22.6,
,2013,barr,13barrwesa320,4,31.5,29.9,
,2013,barr,13barrwesa341,2,32.4,22.9,
,2013,barr,13barrwesa341,1,31.4,23,
,2013,barr,13barrwesa341,3,32,23,
,2013,barr,13barrwesa343,1,32.8,21.4,
,2013,barr,13barrwesa343,3,31.2,21.6,
,2013,barr,13barrwesa343,2,32.7,21.8,
,2013,barr,13barrwesa343,4,31.6,22.2,
,2013,barr,13barrwesa356,1,30.4,20.6,
,2013,barr,13barrwesa356,4,29.3,20.8,
,2013,barr,13barrwesa356,2,30.7,21,
,2013,barr,13barrwesa356,3,30.4,21.1,
,2013,barr,13barrwesa385,3,32,21.1,
,2013,barr,13barrwesa385,4,32,21.6,
,2013,barr,13barrwesa385,1,31.4,21.7,
,2013,barr,13barrwesa385,2,32,21.8,
,2013,barr,13barrwesa386,3,31.6,22.2,
,2013,barr,13barrwesa386,4,31.7,22.2,
,2013,barr,13barrwesa386,1,32,22.3,
,2013,barr,13barrwesa386,2,31.9,22.7,
,2013,barr,13barrwesa389,1,31,21.5,
,2013,barr,13barrwesa389,3,32,22.3,
,2013,barr,13barrwesa389,2,30.8,22.4,
,2013,barr,13barrwesa416,4,30.4,20.6,
,2013,barr,13barrwesa416,1,30.2,21.4,
,2013,barr,13barrwesa416,3,30.7,21.5,
,2013,barr,13barrwesa416,2,30.1,21.6,
,2013,barr,13barrwesa417,2,30.9,21.7,
,2013,barr,13barrwesa417,3,31.3,21.9,
,2013,barr,13barrwesa417,1,31.4,21.9,
,2013,barr,13barrwesa500,2,31.1,21.3,
,2013,barr,13barrwesa500,3,31.7,21.6,
,2013,barr,13barrwesa500,4,31.4,21.7,
,2013,barr,13barrwesa500,1,31.9,21.8,
,2013,bylo,13byloamgpfs01,3,48.3,33.4,
,2013,bylo,13byloamgpfs01,1,50.5,33.8,
,2013,bylo,13byloamgpfs01,2,48.4,33.9,
,2013,bylo,13byloamgpfs01,4,49.4,34.3,
,2013,bylo,13bylobasaav01,1,32.6,23.8,
,2013,bylo,13bylobasaav01,2,33.4,23.8,
,2013,bylo,13bylobasaav01,3,32.2,24.2,
,2013,bylo,13bylobasaav01,4,32.3,24.2,
,2013,bylo,13bylobasacd01,2,34.3,23.9,
,2013,bylo,13bylobasacd01,3,32.8,24.5,
,2013,bylo,13bylobasacd01,4,33.2,24.8,
,2013,bylo,13bylobasacd01,1,34.8,24.9,
,2013,bylo,13bylobasacd02,3,33.6,23.2,
,2013,bylo,13bylobasacd02,4,32.4,23.5,
,2013,bylo,13bylobasacd02,1,32.6,23.5,
,2013,bylo,13bylobasacd02,2,32.6,23.8,
,2013,bylo,13bylobasafs01,2,33.5,23.7,
,2013,bylo,13bylobasafs01,1,33.6,23.7,
,2013,bylo,13bylobasafs01,3,33.4,23.9,
,2013,bylo,13bylobasafs01,4,33.8,24,
,2013,bylo,13bylobasafs02,2,23.6,33.7,
,2013,bylo,13bylobasafs02,3,23.7,33.8,
,2013,bylo,13bylobasafs02,4,24.6,34,
,2013,bylo,13bylobasafs02,1,24.2,34.5,
,2013,bylo,13bylobasafs04,3,32.2,23.7,
,2013,bylo,13bylobasafs04,4,31.8,23.9,
,2013,bylo,13bylobasafs04,2,31.9,23.9,
,2013,bylo,13bylobasafs04,1,32.2,23.9,
,2013,bylo,13bylobasafs05,1,36.6,23.8,
,2013,bylo,13bylobasafs05,4,35.1,23.9,
,2013,bylo,13bylobasafs05,3,35.7,24.2,
,2013,bylo,13bylobasafs05,2,35,24.3,
,2013,bylo,13bylobasafs07,1,34.4,23.5,
,2013,bylo,13bylobasafs07,4,33.9,23.8,
,2013,bylo,13bylobasafs07,3,33.4,24,
,2013,bylo,13bylobasafs07,2,34.2,24.1,
,2013,bylo,13bylobasafs08,1,34.1,23.8,
,2013,bylo,13bylobasafs08,2,33.3,24.1,
,2013,bylo,13bylobasafs08,3,34,24.3,
,2013,bylo,13bylobasafs08,4,33.9,24.6,
,2013,bylo,13bylobasafs10,2,35.1,23.9,
,2013,bylo,13bylobasafs10,4,35.9,24,
,2013,bylo,13bylobasafs10,3,35.7,24.1,
,2013,bylo,13bylobasafs10,1,36.1,24.2,
,2013,bylo,13bylobasafs11,3,33,23.8,
,2013,bylo,13bylobasafs11,2,34.7,24,
,2013,bylo,13bylobasafs11,1,34.4,24.2,
,2013,bylo,13bylobasafs11,4,34.4,24.3,
,2013,bylo,13bylobasaga01,2,35.1,23.4,
,2013,bylo,13bylobasaga01,4,35.1,23.8,
,2013,bylo,13bylobasaga01,1,33.8,23.9,
,2013,bylo,13bylobasaga01,3,34.4,24,
,2013,bylo,13bylobasahm01,3,33.1,23.9,
,2013,bylo,13bylobasahm01,2,34.7,24,
,2013,bylo,13bylobasahm01,1,33,24.1,
,2013,bylo,13bylobasahm01,4,33.1,24.2,
,2013,bylo,13bylobasajl01,1,32.4,23.5,
,2013,bylo,13bylobasajl01,3,32.8,24,
,2013,bylo,13bylobasajl01,4,32.4,24.2,
,2013,bylo,13bylobasajl01,2,32.8,24.3,
,2013,bylo,13bylobasapr01,4,33.5,23.7,
,2013,bylo,13bylobasapr01,2,34.3,24.1,
,2013,bylo,13bylobasapr01,3,34.5,24.2,
,2013,bylo,13bylobasapr01,1,34.6,24.5,
,2013,bylo,13bylopesacd01,3,38.3,26.1,
,2013,bylo,13bylopesacd01,1,38.2,26.2,
,2013,bylo,13bylopesacd01,2,37,26.3,
,2013,bylo,13bylopesacd01,4,37.2,26.6,
,2013,bylo,13bylopesagl01,4,35,25.1,
,2013,bylo,13bylopesagl01,3,34.5,25.3,
,2013,bylo,13bylopesagl01,2,34.7,25.6,
,2013,bylo,13bylopesagl01,1,34.8,25.9,
,2013,bylo,13bylowrsadf01,1,32.4,22.4,
,2013,bylo,13bylowrsadf01,2,33.8,23.1,
,2013,bylo,13bylowrsadf01,3,31.3,23.4,
,2013,bylo,13bylowrsadf01,4,31,23.7,
,2013,bylo,13bylowrsafs01,3,34.8,23,
,2013,bylo,13bylowrsafs01,2,33.4,23.2,
,2013,bylo,13bylowrsafs01,1,34.1,23.5,
,2013,bylo,13bylowrsahm01,1,31.1,23.9,
,2013,bylo,13bylowrsahm01,3,30,24,
,2013,bylo,13bylowrsahm01,2,31.7,24.1,
,2013,bylo,13bylowrsahm01,4,29.8,24.3,
,2013,bylo,13bylowrsajl02,3,32.6,24.3,
,2013,bylo,13bylowrsajl02,4,31.2,24.4,
,2013,bylo,13bylowrsajl02,2,33.3,24.5,
,2013,bylo,13bylowrsajl02,1,33.7,24.6,
,2013,cakr,13cakrdunl011,,34.1,24.8,megan measured
,2013,cakr,13cakrdunl011,,34.3,25.1,jen measured
,2013,cakr,13cakrdunl011,,36.5,25.3,jen measured
,2013,cakr,13cakrdunl014,,35.2,25,megan measured
,2013,cakr,13cakrdunl014,,35.2,25.1,megan measured
,2013,cakr,13cakrdunl014,,36.5,25.1,megan measured
,2013,cakr,13cakrdunl014,,35.3,25.2,megan measured
,2013,cakr,13cakrdunl036,,36.9,25.3,jen measured
,2013,cakr,13cakrdunl036,,36.8,25.4,jen measured
,2013,cakr,13cakrdunl036,,37.1,25.5,jen measured
,2013,cakr,13cakrdunl036,,37.1,25.7,jen measured
,2013,cakr,13cakrdunl046,,34,25.3,megan measured
,2013,cakr,13cakrdunl046,,34.5,25.6,megan measured
,2013,cakr,13cakrdunl046,,35.8,25.9,jen measured
,2013,cakr,13cakrdunl046,,34.3,26,megan measured
,2013,cakr,13cakrdunl047,,35.6,23.9,megan and fang-yee measured
,2013,cakr,13cakrdunl047,,35.4,24.3,megan and fang-yee measured
,2013,cakr,13cakrdunl047,,36,24.4,megan and fang-yee measured
,2013,cakr,13cakrdunl047,,35.5,24.6,megan and fang-yee measured
,2013,cakr,13cakrdunl048,,37.8,23.9,megan and fang-yee measured
,2013,cakr,13cakrdunl048,,36.9,24.1,megan and fang-yee measured
,2013,cakr,13cakrdunl048,,38.1,24.1,megan and fang-yee measured
,2013,cakr,13cakrdunl048,,37.3,24.4,megan and fang-yee measured
,2013,cakr,13cakrdunl055,,38.1,25,fang-yee measured
,2013,cakr,13cakrdunl055,,38.1,25.1,fang-yee measured
,2013,cakr,13cakrdunl055,,37,25.2,fang-yee measured
,2013,cakr,13cakrdunl055,,37.5,25.4,fang-yee measured
,2013,cakr,13cakrdunl058,,36.9,24.8,fang-yee measured
,2013,cakr,13cakrdunl058,,35.5,24.9,fang-yee measured
,2013,cakr,13cakrdunl058,,37.5,25.1,fang-yee measured
,2013,cakr,13cakrdunl058,,35.5,25.3,fang-yee measured
,2013,cakr,13cakrdunl060,,37.3,24.7,fang-yee measured
,2013,cakr,13cakrdunl060,,36.8,24.9,fang-yee measured
,2013,cakr,13cakrdunl060,,37.4,25,fang-yee measured
,2013,cakr,13cakrdunl060,,36.7,25.1,fang-yee measured
,2013,cakr,13cakrdunl065,,40.1,25.8,robin measured
,2013,cakr,13cakrdunl065,,36.4,26,robin measured
,2013,cakr,13cakrdunl065,,37.4,26.2,robin measured
,2013,cakr,13cakrdunl065,,37.9,26.7,robin measured
,2013,cakr,13cakrdunl074,,35.1,24.2,robin measured
,2013,cakr,13cakrdunl074,,36.8,24.3,robin measured
,2013,cakr,13cakrdunl074,,35.2,24.4,jen measured
,2013,cakr,13cakrdunl074,,35.2,24.5,robin measured
,2013,cakr,13cakrdunl077,,37.6,24.5,robin measured
,2013,cakr,13cakrdunl077,,37.4,24.6,robin measured
,2013,cakr,13cakrdunl077,,37.7,25.3,robin measured
,2013,cakr,13cakrdunl077,,37.7,25.5,robin measured
,2013,cakr,13cakrdunl082,,37,24.2,fang-yee measured
,2013,cakr,13cakrdunl082,,36.1,24.3,fang-yee measured
,2013,cakr,13cakrdunl082,,36.6,24.7,fang-yee measured
,2013,cakr,13cakrdunl082,,37.1,24.9,fang-yee measured
,2013,cakr,13cakrdunl084,,38.6,25.4,fang-yee measured
,2013,cakr,13cakrdunl084,,38.8,25.5,fang-yee measured
,2013,cakr,13cakrdunl084,,38.3,25.6,fang-yee measured
,2013,cakr,13cakrdunl084,,38.7,25.8,fang-yee measured
,2013,cakr,13cakrdunl153,,36.2,25.1,fang-yee measured
,2013,cakr,13cakrdunl153,,36.1,25.4,fang-yee measured
,2013,cakr,13cakrdunl153,,36.4,25.5,fang-yee measured
,2013,cakr,13cakrrnph005,,28.8,20.6,megan measured
,2013,cakr,13cakrrnph005,,29.8,21.2,megan measured
,2013,cakr,13cakrrnph005,,30,21.2,fang-yee measured
,2013,cakr,13cakrrnph007,,28.7,19.6,megan measured
,2013,cakr,13cakrrnph007,,29,20.3,megan measured
,2013,cakr,13cakrrnph020,,27.8,20.1,fang-yee measured
,2013,cakr,13cakrrnph020,,29,20.1,megan measured
,2013,cakr,13cakrrnph020,,27.6,20.2,megan measured
,2013,cakr,13cakrrnph020,,28.5,20.5,megan measured
,2013,cakr,13cakrrnph108,,31.1,20.5,fang-yee measured
,2013,cakr,13cakrrnph108,,29.9,20.6,fang-yee measured
,2013,cakr,13cakrrnph108,,30.4,21,fang-yee measured
,2013,cakr,13cakrrnph108,,31,21.1,fang-yee measured
,2013,cakr,13cakrrnph157,,29.3,20.5,jen measured
,2013,cakr,13cakrrnph157,,28.1,20.7,jen measured
,2013,cakr,13cakrrnph157,,28.2,20.8,jen measured
,2013,cakr,13cakrrnph157,,28.5,20.9,jen measured
,2013,cakr,13cakrrnph158,,30.3,21.3,robin measured
,2013,cakr,13cakrrnph158,,30.2,21.4,robin measured
,2013,cakr,13cakrrnph158,,30.5,21.4,robin measured
,2013,cakr,13cakrrnph162,,28.3,20.5,megan measured
,2013,cakr,13cakrrnph162,,28.8,20.6,megan measured
,2013,cakr,13cakrrnph162,,30.3,20.7,megan measured
,2013,cakr,13cakrrnph162,,29,20.8,megan measured
,2013,cakr,13cakrrnph172,,29.7,20.9,fang-yee measured
,2013,cakr,13cakrrnph172,,30.2,21,fang-yee measured
,2013,cakr,13cakrrnph172,,30.1,21.1,fang-yee measured
,2013,cakr,13cakrrnph172,,30.5,21.2,fang-yee measured
,2013,cakr,13cakrsesa003,,28.6,20.3,megan measured
,2013,cakr,13cakrsesa003,,29.1,20.4,megan measured
,2013,cakr,13cakrsesa003,,29.2,20.8,jen measured
,2013,cakr,13cakrsesa003,,28.9,21,jen measured
,2013,cakr,13cakrsesa004,,29.3,20.6,megan measured
,2013,cakr,13cakrsesa004,,28.3,20.7,megan measured
,2013,cakr,13cakrsesa004,,29.2,20.8,megan measured
,2013,cakr,13cakrsesa004,,29.3,20.9,megan measured
,2013,cakr,13cakrsesa010,,29.5,20.2,robin measured
,2013,cakr,13cakrsesa010,,30,20.7,megan measured
,2013,cakr,13cakrsesa010,,29.3,20.8,megan measured
,2013,cakr,13cakrsesa010,,29.3,30,megan measured
,2013,cakr,13cakrsesa015,,28.5,20.9,megan measured
,2013,cakr,13cakrsesa015,,30.9,21.3,megan measured
,2013,cakr,13cakrsesa015,,31.2,21.3,megan measured
,2013,cakr,13cakrsesa015,,29.6,21.5,megan measured
,2013,cakr,13cakrsesa016,,30,21.4,megan measured
,2013,cakr,13cakrsesa016,,29.5,21.5,megan measured
,2013,cakr,13cakrsesa016,,29.9,21.6,megan measured
,2013,cakr,13cakrsesa025,,30.1,21.2,jen measured
,2013,cakr,13cakrsesa025,,30.1,21.4,jen measured
,2013,cakr,13cakrsesa025,,30.3,21.6,jen measured
,2013,cakr,13cakrsesa025,,30.6,21.7,jen measured
,2013,cakr,13cakrsesa027,,31.4,20.7,jen measured
,2013,cakr,13cakrsesa027,,30.7,20.8,jen measured
,2013,cakr,13cakrsesa027,,31.2,20.8,jen measured
,2013,cakr,13cakrsesa027,,30.3,21,jen measured
,2013,cakr,13cakrsesa031,,29.6,20.5,jen measured
,2013,cakr,13cakrsesa031,,29.1,21.3,jen measured
,2013,cakr,13cakrsesa031,,29.5,21.3,jen measured
,2013,cakr,13cakrsesa034,,29.7,20.6,jen measured
,2013,cakr,13cakrsesa034,,30.2,20.7,jen measured
,2013,cakr,13cakrsesa034,,30.2,21.1,jen measured
,2013,cakr,13cakrsesa034,,30.1,21.2,jen measured
,2013,cakr,13cakrsesa036,,29.7,20.6,jen measured
,2013,cakr,13cakrsesa036,,30.2,20.7,jen measured
,2013,cakr,13cakrsesa036,,30.2,21.1,jen measured
,2013,cakr,13cakrsesa036,,30.1,21.2,jen measured
,2013,cakr,13cakrsesa039,,30.5,20.2,jen measured
,2013,cakr,13cakrsesa039,,30.2,20.5,jen measured
,2013,cakr,13cakrsesa039,,30.2,20.9,jen measured
,2013,cakr,13cakrsesa039,,30.7,21.8,fang-yee measured
,2013,cakr,13cakrsesa044,,29.4,21,jen measured
,2013,cakr,13cakrsesa044,,28.6,21.4,megan measured
,2013,cakr,13cakrsesa051,,30.7,20.4,fang-yee measured
,2013,cakr,13cakrsesa051,,30.9,20.7,fang-yee measured
,2013,cakr,13cakrsesa051,,31,20.9,fang-yee measured
,2013,cakr,13cakrsesa052,,28.7,21.2,robin measured
,2013,cakr,13cakrsesa052,,29.1,21.5,robin measured
,2013,cakr,13cakrsesa052,,29.5,21.7,robin measured
,2013,cakr,13cakrsesa052,,29,21.8,robin measured
,2013,cakr,13cakrsesa054,,28.5,20.1,fang-yee measured
,2013,cakr,13cakrsesa054,,29.2,20.3,fang-yee measured
,2013,cakr,13cakrsesa054,,29.2,20.8,fang-yee measured
,2013,cakr,13cakrsesa054,,28.5,20.9,fang-yee measured
,2013,cakr,13cakrsesa056,,29.4,20.3,fang-yee measured
,2013,cakr,13cakrsesa056,,29.6,20.4,fang-yee measured
,2013,cakr,13cakrsesa056,,30.8,20.4,fang-yee measured
,2013,cakr,13cakrsesa056,,29.9,20.6,fang-yee measured
,2013,cakr,13cakrsesa057,,30.5,21.1,fang-yee measured
,2013,cakr,13cakrsesa057,,29.7,21.3,fang-yee measured
,2013,cakr,13cakrsesa057,,29.6,21.5,fang-yee measured
,2013,cakr,13cakrsesa057,,29.9,21.7,fang-yee measured
,2013,cakr,13cakrsesa062,,28.7,20.4,jen measured
,2013,cakr,13cakrsesa062,,29,20.5,jen measured
,2013,cakr,13cakrsesa062,,29.4,20.5,jen measured
,2013,cakr,13cakrsesa062,,29.7,20.5,jen measured
,2013,cakr,13cakrsesa066,,29.2,21.5,robin measured
,2013,cakr,13cakrsesa066,,29.7,21.5,robin measured
,2013,cakr,13cakrsesa066,,29.2,21.9,robin measured
,2013,cakr,13cakrsesa066,,29.2,21.9,robin measured
,2013,cakr,13cakrsesa072,,29.5,20,robin measured
,2013,cakr,13cakrsesa072,,29.5,20.3,robin measured
,2013,cakr,13cakrsesa075,,28.5,21,robin measured
,2013,cakr,13cakrsesa075,,29.2,21,robin measured
,2013,cakr,13cakrsesa075,,29.5,21.1,megan measured
,2013,cakr,13cakrsesa075,,30,21.5,robin measured
,2013,cakr,13cakrsesa076,,30.9,21.2,jen measured
,2013,cakr,13cakrsesa076,,29.9,21.4,jen measured
,2013,cakr,13cakrsesa076,,29.8,21.5,jen measured
,2013,cakr,13cakrsesa076,,28.5,21.8,jen measured
,2013,cakr,13cakrsesa078,,29.5,20.5,robin measured
,2013,cakr,13cakrsesa078,,30.1,20.5,robin measured
,2013,cakr,13cakrsesa078,,30.4,20.6,robin measured
,2013,cakr,13cakrsesa078,,29.6,21,robin measured
,2013,cakr,13cakrsesa081,,28.1,19.3,fang-yee measured
,2013,cakr,13cakrsesa081,,28.2,20.1,fang-yee measured
,2013,cakr,13cakrsesa081,,28.2,20.2,fang-yee measured
,2013,cakr,13cakrsesa087,,28.9,20.3,fang-yee measured
,2013,cakr,13cakrsesa087,,29.1,20.5,fang-yee measured
,2013,cakr,13cakrsesa087,,29.3,20.6,fang-yee measured
,2013,cakr,13cakrsesa091,,30,20.4,jen measured
,2013,cakr,13cakrsesa091,,29.3,20.5,jen measured
,2013,cakr,13cakrsesa091,,28.6,20.6,jen measured
,2013,cakr,13cakrsesa091,,29.6,21.1,jen measured
,2013,cakr,13cakrsesa092,,28,21.1,jen measured
,2013,cakr,13cakrsesa092,,29.7,21.2,jen measured
