Book_page,Year,Site,Nest_ID,Egg_num,Length,Width,Comments
2.05,2003,barr,03barramgp505,1,50.4,33.8,
2.05,2003,barr,03barramgp505,3,50.5,34.2,
2.05,2003,barr,03barramgp505,2,49.5,34.4,
2.05,2003,barr,03barramgp505,4,48.2,34.5,
2.29,2003,barr,03barramgp514,4,49.8,33.8,
2.29,2003,barr,03barramgp514,1,48.3,34.4,
2.29,2003,barr,03barramgp514,3,48.5,34.4,
2.29,2003,barr,03barramgp514,2,48.1,34.6,
3.21,2003,barr,03barrdunl012,3,35.5,23,
3.21,2003,barr,03barrdunl012,4,36.3,23,
3.21,2003,barr,03barrdunl012,1,36.1,25.8,
3.21,2003,barr,03barrdunl012,2,34.6,26.4,
3.02,2003,barr,03barrdunl101,3,37.8,25.3,
3.02,2003,barr,03barrdunl101,1,37,26.1,
3.02,2003,barr,03barrdunl101,2,36.3,26.6,
3.13,2003,barr,03barrdunl103,2,37.9,25.7,
3.13,2003,barr,03barrdunl103,4,36.6,25.8,
3.13,2003,barr,03barrdunl103,1,36.1,26,
3.13,2003,barr,03barrdunl103,3,35.5,26.4,
3.12,2003,barr,03barrdunl104,1,34.4,26,
3.12,2003,barr,03barrdunl104,2,34.5,26,
3.12,2003,barr,03barrdunl104,4,35.4,26.1,
3.12,2003,barr,03barrdunl104,3,35.6,26.6,
3.04,2003,barr,03barrdunl201,2,34.7,24.6,
3.04,2003,barr,03barrdunl201,3,34.8,24.8,
3.04,2003,barr,03barrdunl201,4,34.7,24.9,
3.04,2003,barr,03barrdunl201,1,36,25.1,
2.1,2003,barr,03barrdunl202,2,36.8,26.6,
2.1,2003,barr,03barrdunl202,3,35.5,26.8,
2.1,2003,barr,03barrdunl202,4,35.6,27.1,
3.15,2003,barr,03barrdunl207,4,36.8,25,
3.15,2003,barr,03barrdunl207,1,36.9,25.1,
3.15,2003,barr,03barrdunl207,2,37.4,25.2,
3.15,2003,barr,03barrdunl207,3,36.1,25.3,
1.03,2003,barr,03barrdunl306,4,35.1,25.3,
1.03,2003,barr,03barrdunl306,1,35.9,25.4,
1.03,2003,barr,03barrdunl306,3,36.3,25.5,
1.03,2003,barr,03barrdunl306,2,36.9,25.8,
3.1,2003,barr,03barrdunl312,1,35.6,24.4,
3.1,2003,barr,03barrdunl312,4,36.2,24.7,
3.1,2003,barr,03barrdunl312,3,36,25,
3.1,2003,barr,03barrdunl312,2,34.9,25.1,
4.09,2003,barr,03barrdunl316,1,36,25.2,
4.09,2003,barr,03barrdunl316,2,36.6,25.2,
4.09,2003,barr,03barrdunl316,4,37.2,25.2,
4.09,2003,barr,03barrdunl316,3,36.4,25.4,
1.12,2003,barr,03barrdunl319,3,35.7,25.3,
1.12,2003,barr,03barrdunl319,2,36.3,25.3,
1.12,2003,barr,03barrdunl319,1,36.1,25.6,
1.15,2003,barr,03barrdunl323,4,35.2,25.6,
1.15,2003,barr,03barrdunl323,2,35.9,26,
1.15,2003,barr,03barrdunl323,3,35.7,26.5,
1.15,2003,barr,03barrdunl323,1,35.4,26.7,
3.24,2003,barr,03barrdunl327,3,36.7,24.5,
3.24,2003,barr,03barrdunl327,2,37,25.1,
3.24,2003,barr,03barrdunl327,4,37,25.2,
3.24,2003,barr,03barrdunl327,1,37.4,25.2,
2.04,2003,barr,03barrdunl504,4,36.4,26,
2.04,2003,barr,03barrdunl504,2,37.7,26,
2.04,2003,barr,03barrdunl504,3,36.5,26.1,
2.04,2003,barr,03barrdunl504,1,35.2,26.3,
3.05,2003,barr,03barrdunl507,3,37.7,25.5,
3.05,2003,barr,03barrdunl507,2,38.3,26,
3.05,2003,barr,03barrdunl507,4,38.4,26,
3.05,2003,barr,03barrdunl507,1,37.4,26.1,
2.14,2003,barr,03barrdunl508,4,34.5,24.9,
2.14,2003,barr,03barrdunl508,2,37.3,24.9,
2.14,2003,barr,03barrdunl508,3,34.9,25,
2.14,2003,barr,03barrdunl508,1,35.5,25,
3.09,2003,barr,03barrdunl509,3,36.5,25.7,
3.09,2003,barr,03barrdunl509,2,36.9,25.7,
3.09,2003,barr,03barrdunl509,4,36.6,25.9,
3.09,2003,barr,03barrdunl509,1,37,26.1,
1.02,2003,barr,03barrdunl701,2,37.4,25,
1.02,2003,barr,03barrdunl701,4,35.1,25.3,
1.02,2003,barr,03barrdunl701,3,35.5,25.3,
1.02,2003,barr,03barrdunl701,1,35.7,25.6,
1.09,2003,barr,03barrlbdo005,4,43.5,31.2,
1.09,2003,barr,03barrlbdo005,2,44.7,31.6,
1.09,2003,barr,03barrlbdo005,1,43.3,31.8,
1.09,2003,barr,03barrlbdo005,3,43.8,32,
1.2,2003,barr,03barrlbdo016,1,45.4,30.5,
1.2,2003,barr,03barrlbdo016,3,44.1,30.7,
1.2,2003,barr,03barrlbdo016,2,45.6,30.9,
2.19,2003,barr,03barrlbdo407,1,44.7,29.6,
2.19,2003,barr,03barrlbdo407,2,42.8,30.1,
2.19,2003,barr,03barrlbdo407,4,43.1,30.1,
2.19,2003,barr,03barrlbdo407,3,44,30.3,
2.3,2003,barr,03barrpesa014,1,37.6,25,
2.3,2003,barr,03barrpesa014,3,35.9,25.1,
2.3,2003,barr,03barrpesa014,2,37.6,25.4,
2.3,2003,barr,03barrpesa014,4,36.4,25.6,
2.23,2003,barr,03barrpesa204,4,37.6,26,
2.23,2003,barr,03barrpesa204,3,37.9,26,
2.23,2003,barr,03barrpesa204,1,39.1,26,
2.23,2003,barr,03barrpesa204,2,37.9,26.1,
4.08,2003,barr,03barrpesa315,4,38.4,26.3,
4.08,2003,barr,03barrpesa315,2,37.2,26.7,
4.08,2003,barr,03barrpesa315,1,35.9,27,
4.08,2003,barr,03barrpesa315,3,35.6,27.1,
1.11,2003,barr,03barrpesa318,3,34.7,25.3,
1.11,2003,barr,03barrpesa318,4,35.6,25.6,
1.11,2003,barr,03barrpesa318,2,36,25.8,
1.11,2003,barr,03barrpesa318,1,35.7,25.9,
2.31,2003,barr,03barrpesa328,4,36.2,26.9,
2.31,2003,barr,03barrpesa328,1,37.4,27,
2.31,2003,barr,03barrpesa328,3,36.3,27.2,
2.31,2003,barr,03barrpesa328,2,37.5,27.5,
3.25,2003,barr,03barrpesa329,2,38,26.1,
3.25,2003,barr,03barrpesa329,4,38.5,26.2,
3.25,2003,barr,03barrpesa329,1,38.7,26.5,
3.25,2003,barr,03barrpesa329,3,39.8,26.6,
2.12,2003,barr,03barrpesa403,2,37.1,27.1,
2.12,2003,barr,03barrpesa403,1,37.6,27.1,
2.12,2003,barr,03barrpesa403,4,37,27.2,
2.12,2003,barr,03barrpesa403,3,37.6,27.2,
2.13,2003,barr,03barrpesa404,2,38.1,26.3,
2.13,2003,barr,03barrpesa404,4,38,26.4,
2.13,2003,barr,03barrpesa404,1,35.7,26.6,
2.13,2003,barr,03barrpesa404,3,37.7,27,
2.28,2003,barr,03barrpesa413,3,37.8,26,
2.28,2003,barr,03barrpesa413,4,36.6,26.3,
2.28,2003,barr,03barrpesa413,2,38.1,26.3,
2.28,2003,barr,03barrpesa413,1,38.4,26.6,
1.06,2003,barr,03barrpesa510,3,38.3,26.5,
1.06,2003,barr,03barrpesa510,4,37.4,26.6,
1.06,2003,barr,03barrpesa510,2,39.1,26.6,
1.06,2003,barr,03barrpesa510,1,37.4,27,
2.25,2003,barr,03barrpesa513,1,36.4,26,
2.25,2003,barr,03barrpesa513,2,37.1,27.4,
2.25,2003,barr,03barrpesa513,3,37.2,27.6,
2.25,2003,barr,03barrpesa513,4,36.7,27.7,
3.08,2003,barr,03barrreph002,2,32.7,21.8,
3.08,2003,barr,03barrreph002,3,32.2,21.9,
3.08,2003,barr,03barrreph002,4,33.3,22,
3.08,2003,barr,03barrreph002,1,32,22.6,
4.06,2003,barr,03barrreph004,1,31.9,22.4,
4.06,2003,barr,03barrreph004,2,31.5,22.5,
4.06,2003,barr,03barrreph004,3,32.3,22.7,
4.06,2003,barr,03barrreph004,4,32.7,22.7,
1.14,2003,barr,03barrreph006,2,31.4,22.4,
1.14,2003,barr,03barrreph006,4,31.1,22.6,
1.14,2003,barr,03barrreph006,3,31,22.8,
1.14,2003,barr,03barrreph006,1,32.5,23.4,
3.2,2003,barr,03barrreph010,3,34.8,22.3,
3.2,2003,barr,03barrreph010,2,35.3,22.3,
3.2,2003,barr,03barrreph010,4,35.4,22.4,
3.2,2003,barr,03barrreph010,1,35.2,23.8,
3.23,2003,barr,03barrreph015,2,31.6,22,
3.23,2003,barr,03barrreph015,4,31.2,22.1,
3.23,2003,barr,03barrreph015,1,31.9,22.4,
3.23,2003,barr,03barrreph015,3,31.9,22.4,
3.18,2003,barr,03barrreph105,4,31.4,21.9,
3.18,2003,barr,03barrreph105,2,30.6,22.2,
3.18,2003,barr,03barrreph105,1,31.3,22.6,
3.18,2003,barr,03barrreph105,3,32.6,22.6,
3.14,2003,barr,03barrreph206,4,33,22.6,
3.14,2003,barr,03barrreph206,1,33.5,22.6,
3.14,2003,barr,03barrreph206,3,33,22.8,
3.14,2003,barr,03barrreph206,2,32.3,23.4,
3.16,2003,barr,03barrreph208,4,31.5,22,
3.16,2003,barr,03barrreph208,2,32.4,22.4,
3.16,2003,barr,03barrreph208,3,32,22.6,
3.16,2003,barr,03barrreph208,1,31.3,22.8,
3.17,2003,barr,03barrreph209,2,32.8,22.1,
3.17,2003,barr,03barrreph209,3,32.1,22.3,
3.17,2003,barr,03barrreph209,1,33,22.4,
1.19,2003,barr,03barrreph211,1,32,22.3,
1.19,2003,barr,03barrreph211,4,30.6,22.6,
1.19,2003,barr,03barrreph211,2,31.4,22.6,
1.19,2003,barr,03barrreph211,3,30.6,22.7,
2.11,2003,barr,03barrreph302,1,31.3,22.5,
2.11,2003,barr,03barrreph302,4,30.4,22.9,
2.11,2003,barr,03barrreph302,2,32.1,23,
2.11,2003,barr,03barrreph302,3,32.3,23.2,
1.04,2003,barr,03barrreph307,4,30.8,21.4,
1.04,2003,barr,03barrreph307,2,31.3,21.4,
1.04,2003,barr,03barrreph307,1,30.2,21.5,
1.04,2003,barr,03barrreph307,3,30,21.9,
4.04,2003,barr,03barrreph308,4,32.4,22.3,
4.04,2003,barr,03barrreph308,3,32.1,22.4,
4.04,2003,barr,03barrreph308,2,31.2,22.5,
4.04,2003,barr,03barrreph308,1,31.2,22.7,
1.07,2003,barr,03barrreph310,1,31,22.8,
1.07,2003,barr,03barrreph310,4,31.9,22.9,
1.07,2003,barr,03barrreph310,3,33.5,23,
1.07,2003,barr,03barrreph310,2,33.4,23.2,
1.08,2003,barr,03barrreph311,2,30.8,21.6,
1.08,2003,barr,03barrreph311,1,32.7,22,
1.08,2003,barr,03barrreph311,3,31.4,22.1,
4.07,2003,barr,03barrreph314,2,31,21.4,
4.07,2003,barr,03barrreph314,3,30.3,21.5,
4.07,2003,barr,03barrreph314,1,30.3,21.6,
1.1,2003,barr,03barrreph317,1,32,21,
1.1,2003,barr,03barrreph317,2,31.6,21.1,
1.1,2003,barr,03barrreph317,4,31.9,21.1,
1.1,2003,barr,03barrreph317,3,32.1,21.4,
1.13,2003,barr,03barrreph320,1,31,22,
1.13,2003,barr,03barrreph320,4,31,22.1,
1.13,2003,barr,03barrreph320,2,31.7,22.1,
4.11,2003,barr,03barrreph322,3,31.9,21.9,
4.11,2003,barr,03barrreph322,1,32.1,22.1,
4.11,2003,barr,03barrreph322,2,31.5,22.2,
4.11,2003,barr,03barrreph322,4,32.2,22.5,
1.16,2003,barr,03barrreph324,2,33.6,22,
1.16,2003,barr,03barrreph324,1,33.2,22.5,
1.16,2003,barr,03barrreph324,3,32.4,22.7,
1.16,2003,barr,03barrreph324,4,33,22.8,
1.17,2003,barr,03barrreph325,4,31.8,22.2,
1.17,2003,barr,03barrreph325,1,30.2,22.3,
1.17,2003,barr,03barrreph325,2,31.5,22.6,
1.17,2003,barr,03barrreph325,3,31.8,22.6,
1.18,2003,barr,03barrreph326,3,31.3,20.9,
1.18,2003,barr,03barrreph326,4,30.5,21.1,
1.18,2003,barr,03barrreph326,1,30.9,21.5,
1.18,2003,barr,03barrreph326,2,30.7,22,
2.15,2003,barr,03barrreph405,3,31.4,22.2,
2.15,2003,barr,03barrreph405,1,29.9,22.5,
2.15,2003,barr,03barrreph405,4,31,22.6,
2.15,2003,barr,03barrreph405,2,30.5,22.7,
4.02,2003,barr,03barrreph406,2,32.9,22.5,
4.02,2003,barr,03barrreph406,3,33.7,22.5,
4.02,2003,barr,03barrreph406,1,32.2,23,
2.18,2003,barr,03barrreph409,2,32.8,22,
2.18,2003,barr,03barrreph409,1,31.3,22.1,
2.18,2003,barr,03barrreph409,4,31.9,22.1,
2.18,2003,barr,03barrreph409,3,32.6,22.1,
4.05,2003,barr,03barrreph411,1,31.5,21.3,
4.05,2003,barr,03barrreph411,2,31.2,21.7,
4.05,2003,barr,03barrreph411,3,31,22.1,
4.05,2003,barr,03barrreph411,4,30.6,22.2,
2.22,2003,barr,03barrreph511,4,31.3,20.9,
2.22,2003,barr,03barrreph511,2,30.3,21,
2.22,2003,barr,03barrreph511,3,31.2,21.1,
2.22,2003,barr,03barrreph511,1,32.2,21.2,
2.17,2003,barr,03barrrnph408,1,27.8,20.3,
2.17,2003,barr,03barrrnph408,2,29.3,20.4,
2.17,2003,barr,03barrrnph408,3,27.5,21,
2.21,2003,barr,03barrrnph410,4,30.3,20.8,
2.21,2003,barr,03barrrnph410,3,30,20.9,
2.21,2003,barr,03barrrnph410,1,30.6,20.9,
2.21,2003,barr,03barrrnph410,2,30.6,20.9,
2.26,2003,barr,03barrsesa007,3,29.7,20.6,
2.26,2003,barr,03barrsesa007,1,29.9,20.6,
2.26,2003,barr,03barrsesa007,2,29,21,
2.26,2003,barr,03barrsesa007,4,29.5,21,
2.01,2003,barr,03barrsesa501,4,30.5,21.6,
2.01,2003,barr,03barrsesa501,1,28.4,21.9,
2.01,2003,barr,03barrsesa501,2,29,21.9,
2.01,2003,barr,03barrsesa501,3,29.1,22,
2.02,2003,barr,03barrsesa502,1,30.5,21.2,
2.02,2003,barr,03barrsesa502,3,29.7,21.4,
2.02,2003,barr,03barrsesa502,2,29.3,21.6,
2.06,2003,barr,03barrsesa506,4,30.5,21.7,
2.06,2003,barr,03barrsesa506,2,30.4,22.3,
2.06,2003,barr,03barrsesa506,3,30,22.4,
2.06,2003,barr,03barrsesa506,1,30.1,22.6,
6.11,2004,barr,04barramgp012,3,48.1,34.5,
6.11,2004,barr,04barramgp012,4,50.8,34.5,
6.11,2004,barr,04barramgp012,1,51,34.5,
6.11,2004,barr,04barramgp012,2,48.8,35.3,
6.28,2004,barr,04barramgp024,4,50.3,33.3,
6.28,2004,barr,04barramgp024,2,49.5,33.5,
6.28,2004,barr,04barramgp024,1,49.7,33.6,
6.28,2004,barr,04barramgp024,3,47.7,33.7,
4.06,2004,barr,04barramgp116,1,47.2,32.7,
4.06,2004,barr,04barramgp116,2,48.8,33.8,
4.06,2004,barr,04barramgp116,4,50.7,33.9,
4.06,2004,barr,04barramgp116,3,51.2,34.5,
4.05,2004,barr,04barramgp242,3,45,33.4,
4.05,2004,barr,04barramgp242,1,46.1,33.5,
4.05,2004,barr,04barramgp242,2,46.1,33.5,
8.27,2004,barr,04barramgp244,2,46.2,33.2,
8.27,2004,barr,04barramgp244,3,46,33.7,
8.27,2004,barr,04barramgp244,1,45.2,34,
8.27,2004,barr,04barramgp244,4,45.4,34.1,
11.01,2004,barr,04barramgp345,1,49.7,33.4,
11.01,2004,barr,04barramgp345,4,50.2,34.4,
11.01,2004,barr,04barramgp345,3,49.5,34.5,
11.01,2004,barr,04barramgp345,2,51.3,34.5,
4.02,2004,barr,04barramgp435,1,50.1,34.3,
4.02,2004,barr,04barramgp435,2,51.2,35.3,
6.21,2004,barr,04barrdunl013,2,37,24.6,
6.21,2004,barr,04barrdunl013,1,37.2,24.9,
6.21,2004,barr,04barrdunl013,3,35.9,25,
6.21,2004,barr,04barrdunl013,4,36.4,25.1,
6.24,2004,barr,04barrdunl017,2,35.8,25.5,
6.24,2004,barr,04barrdunl017,1,37.5,25.5,
6.24,2004,barr,04barrdunl017,3,37.4,25.6,
6.24,2004,barr,04barrdunl017,4,37.2,26.2,
5.2,2004,barr,04barrdunl025,4,36.3,25.6,
5.2,2004,barr,04barrdunl025,2,37.2,25.6,
5.2,2004,barr,04barrdunl025,3,34.9,25.9,
5.2,2004,barr,04barrdunl025,1,37.3,26,
4.03,2004,barr,04barrdunl029,3,37.6,25.3,
4.03,2004,barr,04barrdunl029,1,38.9,25.3,
4.03,2004,barr,04barrdunl029,2,37.4,25.6,
4.03,2004,barr,04barrdunl029,4,39.3,25.8,
9.06,2004,barr,04barrdunl037,1,36.8,25.2,
9.06,2004,barr,04barrdunl037,2,37.5,25.5,
9.06,2004,barr,04barrdunl037,3,36.1,25.7,
9.06,2004,barr,04barrdunl037,4,37.1,25.7,
1.04,2004,barr,04barrdunl108,1,36.3,25.7,
1.04,2004,barr,04barrdunl108,2,36.3,25.7,
1.04,2004,barr,04barrdunl108,4,36.4,26,
1.04,2004,barr,04barrdunl108,3,37.8,26,
10.13,2004,barr,04barrdunl109,3,37.4,25.9,
10.13,2004,barr,04barrdunl109,1,37.3,26.1,
10.13,2004,barr,04barrdunl109,2,37.8,26.2,
10.13,2004,barr,04barrdunl109,4,37.7,26.5,
3.3,2004,barr,04barrdunl112,1,36.8,25.7,
3.3,2004,barr,04barrdunl112,4,36.5,26,
3.3,2004,barr,04barrdunl112,3,39,26.1,
3.3,2004,barr,04barrdunl112,2,36.6,26.2,
6.27,2004,barr,04barrdunl113,4,36.3,25.7,
6.27,2004,barr,04barrdunl113,2,37.5,25.9,
6.27,2004,barr,04barrdunl113,1,37.4,26.3,
6.27,2004,barr,04barrdunl113,3,36.7,26.4,
8.24,2004,barr,04barrdunl115,4,36.5,25.1,
8.24,2004,barr,04barrdunl115,1,36.5,25.2,
8.24,2004,barr,04barrdunl115,3,37.4,25.4,
8.24,2004,barr,04barrdunl115,2,35.9,25.8,
8.02,2004,barr,04barrdunl201,1,37.1,25.1,
8.02,2004,barr,04barrdunl201,4,37.8,25.1,
8.02,2004,barr,04barrdunl201,2,36.7,25.3,
8.02,2004,barr,04barrdunl201,3,36.4,25.4,
8.05,2004,barr,04barrdunl202,3,33.9,24.8,
8.05,2004,barr,04barrdunl202,4,35.3,24.8,
8.05,2004,barr,04barrdunl202,2,35.5,25,
8.05,2004,barr,04barrdunl202,1,35,25.2,
5.03,2004,barr,04barrdunl204,4,36.3,25.8,
5.03,2004,barr,04barrdunl204,2,36.6,25.9,
5.03,2004,barr,04barrdunl204,1,37.1,25.9,
5.03,2004,barr,04barrdunl204,3,35.9,26,
10.07,2004,barr,04barrdunl209,4,35.7,25.5,
10.07,2004,barr,04barrdunl209,1,36.1,25.8,
10.07,2004,barr,04barrdunl209,2,36.6,25.9,
10.07,2004,barr,04barrdunl209,3,36,26,
10.08,2004,barr,04barrdunl210,4,36.4,24.6,
10.08,2004,barr,04barrdunl210,1,35.5,24.9,
10.08,2004,barr,04barrdunl210,2,37,25,
10.08,2004,barr,04barrdunl210,3,34.8,25.2,
8.09,2004,barr,04barrdunl212,1,39.1,26.1,
8.09,2004,barr,04barrdunl212,2,38.1,27,
8.09,2004,barr,04barrdunl212,4,37.9,27.4,
8.09,2004,barr,04barrdunl212,3,38.5,27.4,
8.11,2004,barr,04barrdunl214,1,35.2,24.8,
8.11,2004,barr,04barrdunl214,4,35.6,24.8,
8.11,2004,barr,04barrdunl214,3,36.4,24.8,
8.11,2004,barr,04barrdunl214,2,35.2,24.9,
1.3,2004,barr,04barrdunl256,3,36.1,25.4,
1.3,2004,barr,04barrdunl256,2,35.8,25.7,
1.3,2004,barr,04barrdunl256,4,36.2,25.7,
1.3,2004,barr,04barrdunl256,1,35.3,26.2,
6.01,2004,barr,04barrdunl303,4,34.9,25.2,
6.01,2004,barr,04barrdunl303,2,35.4,25.2,
6.01,2004,barr,04barrdunl303,3,36.2,25.3,
6.01,2004,barr,04barrdunl303,1,36.8,25.3,
6.02,2004,barr,04barrdunl304,4,38.1,24.8,
6.02,2004,barr,04barrdunl304,2,37.5,25,
6.02,2004,barr,04barrdunl304,1,38,25.2,
6.02,2004,barr,04barrdunl304,3,36.6,25.3,
1.01,2004,barr,04barrdunl305,2,36.6,25.3,
1.01,2004,barr,04barrdunl305,4,36.6,25.5,
1.01,2004,barr,04barrdunl305,1,36.8,25.6,
1.01,2004,barr,04barrdunl305,3,36.7,25.8,
6.03,2004,barr,04barrdunl308,4,36.9,25.4,
6.03,2004,barr,04barrdunl308,2,37,25.5,
6.03,2004,barr,04barrdunl308,1,36.4,25.7,
6.03,2004,barr,04barrdunl308,3,36.5,26,
10.15,2004,barr,04barrdunl318,2,36.8,25,
10.15,2004,barr,04barrdunl318,3,36.3,25.1,
10.15,2004,barr,04barrdunl318,4,36.4,25.1,
10.15,2004,barr,04barrdunl318,1,36.9,25.4,
3.14,2004,barr,04barrdunl406,2,36.7,25.5,
3.14,2004,barr,04barrdunl406,3,37.3,25.5,
3.14,2004,barr,04barrdunl406,1,36.8,25.7,
3.14,2004,barr,04barrdunl406,4,37.4,25.8,
6.12,2004,barr,04barrdunl413,4,35.5,25.6,
6.12,2004,barr,04barrdunl413,2,35.2,25.7,
6.12,2004,barr,04barrdunl413,3,35.6,26,
6.12,2004,barr,04barrdunl413,1,35,26.2,
8.23,2004,barr,04barrlbdo114,2,43.3,30.6,
8.23,2004,barr,04barrlbdo114,4,42.2,31,
8.23,2004,barr,04barrlbdo114,1,43.7,31,
8.23,2004,barr,04barrlbdo114,3,42.6,31.4,
4.16,2004,barr,04barrlbdo348,2,43.8,30.6,
4.16,2004,barr,04barrlbdo348,3,44.8,30.6,
4.16,2004,barr,04barrlbdo348,1,42.6,31.1,
4.16,2004,barr,04barrlbdo348,4,43.3,32,
8.16,2004,barr,04barrlbdo429,4,45.2,29.1,
8.16,2004,barr,04barrlbdo429,2,43.2,29.7,
8.16,2004,barr,04barrlbdo429,3,43.1,29.9,
8.16,2004,barr,04barrlbdo429,1,38.2,30.3,
5.1,2004,barr,04barrpesa010,1,37,26.1,
5.1,2004,barr,04barrpesa010,2,37.3,26.1,
5.1,2004,barr,04barrpesa010,3,38,26.2,
5.1,2004,barr,04barrpesa010,4,38,26.2,
8.22,2004,barr,04barrpesa023,4,35.8,26,
8.22,2004,barr,04barrpesa023,3,37.3,26.2,
8.22,2004,barr,04barrpesa023,2,38.5,26.3,
8.22,2004,barr,04barrpesa023,1,37,26.5,
6.29,2004,barr,04barrpesa031,1,37.7,26.6,
6.29,2004,barr,04barrpesa031,2,37.7,26.8,
6.29,2004,barr,04barrpesa031,4,39,26.8,
6.29,2004,barr,04barrpesa031,3,39,27.1,
9.03,2004,barr,04barrpesa034,4,39.4,25.9,
9.03,2004,barr,04barrpesa034,1,38.5,26,
9.03,2004,barr,04barrpesa034,2,40.2,26,
9.03,2004,barr,04barrpesa034,3,38.8,26.3,
10.24,2004,barr,04barrpesa075,4,35.5,26,
10.24,2004,barr,04barrpesa075,1,36.1,26.1,
10.24,2004,barr,04barrpesa075,3,36.5,26.2,
10.24,2004,barr,04barrpesa075,2,36.9,26.3,
10.26,2004,barr,04barrpesa117,2,36,26.5,
10.26,2004,barr,04barrpesa117,1,36.1,26.6,
10.26,2004,barr,04barrpesa117,3,37.3,26.7,
10.26,2004,barr,04barrpesa117,4,37.1,26.9,
11.03,2004,barr,04barrpesa119,4,36,26.5,
11.03,2004,barr,04barrpesa119,3,36.1,26.5,
11.03,2004,barr,04barrpesa119,2,35.8,26.6,
11.03,2004,barr,04barrpesa119,1,36.9,26.9,
6.15,2004,barr,04barrpesa226,4,37.2,26.8,
6.15,2004,barr,04barrpesa226,1,37.5,26.8,
6.15,2004,barr,04barrpesa226,3,37.4,26.9,
6.15,2004,barr,04barrpesa226,2,38,26.9,
10.16,2004,barr,04barrpesa229,2,37.3,27.1,
10.16,2004,barr,04barrpesa229,3,37.9,27.2,
10.16,2004,barr,04barrpesa229,4,36.5,27.3,
10.16,2004,barr,04barrpesa229,1,38.1,27.4,
9.02,2004,barr,04barrpesa249,1,36.9,26.9,
9.02,2004,barr,04barrpesa249,4,38.1,27,
9.02,2004,barr,04barrpesa249,2,40.9,30.6,
9.02,2004,barr,04barrpesa249,3,38,36.7,
10.14,2004,barr,04barrpesa319,1,37.1,25.8,
10.14,2004,barr,04barrpesa319,4,39,26.2,
10.14,2004,barr,04barrpesa319,2,37.2,26.3,
10.14,2004,barr,04barrpesa319,3,34.8,27.1,
4.09,2004,barr,04barrpesa342,2,37.2,25.9,
4.09,2004,barr,04barrpesa342,3,38.3,26.2,
4.09,2004,barr,04barrpesa342,4,37,26.7,
4.09,2004,barr,04barrpesa342,1,38.5,26.7,
11.02,2004,barr,04barrpesa346,4,37.9,26.2,
11.02,2004,barr,04barrpesa346,1,39.1,26.6,
11.02,2004,barr,04barrpesa346,2,38.2,26.9,
11.02,2004,barr,04barrpesa346,3,39.3,26.9,
4.15,2004,barr,04barrpesa347,1,37.9,24.9,
4.15,2004,barr,04barrpesa347,2,38.1,25.2,
4.15,2004,barr,04barrpesa347,4,38.2,25.3,
4.15,2004,barr,04barrpesa347,3,37.8,25.4,
9.08,2004,barr,04barrpesa351,3,38.7,27.1,
9.08,2004,barr,04barrpesa351,1,39.3,27.3,
9.08,2004,barr,04barrpesa351,2,38.5,27.4,
9.08,2004,barr,04barrpesa351,4,38.5,27.4,
7.04,2004,barr,04barrpesa353,3,37.3,26.3,
7.04,2004,barr,04barrpesa353,4,37.9,26.7,
7.04,2004,barr,04barrpesa353,1,37.9,26.8,
7.04,2004,barr,04barrpesa353,2,38.3,26.9,
3.2,2004,barr,04barrpesa410,2,37.7,26.5,
3.2,2004,barr,04barrpesa410,1,38.6,26.5,
3.2,2004,barr,04barrpesa410,3,39.1,26.7,
3.23,2004,barr,04barrpesa416,4,36,26.4,
3.23,2004,barr,04barrpesa416,2,36.5,26.4,
3.23,2004,barr,04barrpesa416,1,36,26.5,
3.23,2004,barr,04barrpesa416,3,36.9,26.8,
1.09,2004,barr,04barrpesa420,4,38.3,25.7,
1.09,2004,barr,04barrpesa420,1,37.1,27,
1.09,2004,barr,04barrpesa420,2,38.2,27,
1.09,2004,barr,04barrpesa420,3,36.1,27.2,
3.25,2004,barr,04barrpesa422,4,36.4,26.3,
3.25,2004,barr,04barrpesa422,1,35.4,26.6,
3.25,2004,barr,04barrpesa422,2,37.1,26.6,
3.25,2004,barr,04barrpesa422,3,35.5,27,
8.14,2004,barr,04barrpesa427,1,36.9,26.2,
8.14,2004,barr,04barrpesa427,3,39.3,26.8,
8.14,2004,barr,04barrpesa427,2,38.5,27,
8.14,2004,barr,04barrpesa427,4,37.6,27.1,
7.02,2004,barr,04barrpesa442,3,35.6,26,
7.02,2004,barr,04barrpesa442,2,34.9,26.1,
7.02,2004,barr,04barrpesa442,1,35.6,26.9,
10.12,2004,barr,04barrreph003,4,31.9,22.2,
10.12,2004,barr,04barrreph003,2,34.1,22.2,
10.12,2004,barr,04barrreph003,1,32.4,22.4,
10.12,2004,barr,04barrreph003,3,31.6,22.7,
1.05,2004,barr,04barrreph006,2,32.5,22.3,
1.05,2004,barr,04barrreph006,4,32.8,22.5,
1.05,2004,barr,04barrreph006,1,31.5,22.6,
1.05,2004,barr,04barrreph006,3,32,22.7,
6.09,2004,barr,04barrreph007,2,31.8,21.9,
6.09,2004,barr,04barrreph007,1,33,21.9,
6.09,2004,barr,04barrreph007,3,32.3,22,
6.09,2004,barr,04barrreph007,4,31.3,22.1,
6.1,2004,barr,04barrreph009,4,30.2,21,
6.1,2004,barr,04barrreph009,2,29.7,21.7,
6.1,2004,barr,04barrreph009,1,29.4,21.9,
