Site,Year,Date,Start_time,End_time,Start_lat,End_lat,Start_lon,End_lon,Distance_surveyed_km,Observer,Perpend_dist_to_nest
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.5
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,0.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,1.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,2.5
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,3.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,3.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,4.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,5.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,5.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,5.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,5.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,6.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,6.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,6.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,asoto,6.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.5
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,0.9
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.4
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.5
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,1.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.1
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.2
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.5
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.6
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.7
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,2.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3.3
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,3.8
cari,2012,6-Jul-12,11:08,18:39,70.11768,70.12579,145.84863,145.85368,15,idavies,4.1
lkri,2012,21-Jun-12,11:45,14:30,72.84984486,72.86004142,106.0425791,106.1277671,4.64,msoloviev,
barr,2012,14-Jun-12,13:15,14:25,71.26660656,71.26660656,156.5284332,156.5284332,2.4,bverheijen,13
barr,2012,14-Jun-12,13:15,14:25,71.26660656,71.26660656,156.5284332,156.5284332,2.4,bverheijen,7
barr,2012,14-Jun-12,13:15,14:25,71.26660656,71.26660656,156.5284332,156.5284332,2.4,bverheijen,8
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,1
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,10
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,11
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,2
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,3
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,4
barr,2012,14-Jun-12,13:20,15:04,71.29768473,71.29768473,156.6438798,156.6438798,2.4,mmcconnell,5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0.5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0.5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,0.5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,1
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,1
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,1
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,11
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,12
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,2
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,2.5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,3
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,3
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,3.5
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,7
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,8
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,8
barr,2012,14-Jun-12,13:55,15:10,71.24420411,71.23908699,156.5550054,156.5416817,1.38,pherzog,9
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,0
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,0
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,1
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,1
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,19
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,2
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,8
barr,2012,14-Jun-12,16:45,17:25,71.24375327,71.23910805,156.5550634,156.5430759,0.98,pherzog,8
barr,2012,14-Jun-12,09:07,10:55,71.24591454,71.24591454,156.5697786,156.5697786,2.4,pherzog,0
barr,2012,14-Jun-12,09:07,10:55,71.24591454,71.24591454,156.5697786,156.5697786,2.4,pherzog,2
barr,2012,14-Jun-12,09:07,10:55,71.24591454,71.24591454,156.5697786,156.5697786,2.4,pherzog,2
barr,2012,14-Jun-12,09:07,10:55,71.24591454,71.24591454,156.5697786,156.5697786,2.4,pherzog,6
barr,2012,14-Jun-12,09:07,10:55,71.24591454,71.24591454,156.5697786,156.5697786,2.4,pherzog,6
barr,2012,14-Jun-12,09:10,10:25,71.26029651,71.26029651,156.5274927,156.5274927,2.4,bverheijen,10
barr,2012,14-Jun-12,09:10,10:25,71.26029651,71.26029651,156.5274927,156.5274927,2.4,bverheijen,7
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,0
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,0
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,1
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,1
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,10
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,12
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,2
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,21
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,3
barr,2012,14-Jun-12,09:39,11:20,71.29555229,71.29555229,156.6438271,156.6438271,2.4,mmcconnell,5
prba,2012,7-Jun-12,11:07,11:38,70.34536,70.35368,148.77359,148.78352,1,jwebber,0
prba,2012,7-Jun-12,11:07,11:38,70.34536,70.35368,148.77359,148.78352,1,jwebber,2
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",0
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",1
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",1
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",1
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",3
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",4
prba,2012,7-Jun-12,08:45,09:50,70.27642,70.26928,148.80746,148.79143,1,"jwebber, jlautenbach",8
prba,2012,7-Jun-12,08:56,09:45,70.27946,70.27367,148.79816,148.7779,1,"apham, jwebber",3
prba,2012,7-Jun-12,08:56,09:45,70.27946,70.27367,148.79816,148.7779,1,"apham, jwebber",3
prba,2012,7-Jun-12,08:56,09:45,70.27946,70.27367,148.79816,148.7779,1,"apham, jwebber",7
prba,2012,7-Jun-12,08:56,09:45,70.27946,70.27367,148.79816,148.7779,1,"apham, jwebber",8
prba,2012,6-Jun-12,15:00,16:01,70.21377,70.22212,148.5118,148.52107,1,"apham, jlautenbach",1
prba,2012,6-Jun-12,15:00,16:01,70.21377,70.22212,148.5118,148.52107,1,"apham, jlautenbach",1
prba,2012,6-Jun-12,15:00,16:01,70.21377,70.22212,148.5118,148.52107,1,"apham, jlautenbach",10
prba,2012,6-Jun-12,15:00,16:01,70.21377,70.22212,148.5118,148.52107,1,"apham, jlautenbach",30
prba,2012,6-Jun-12,15:00,16:01,70.21377,70.22212,148.5118,148.52107,1,"apham, jlautenbach",8
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,0
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,0
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,1
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,1
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,1
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,1
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,2
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,2
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,2
prba,2012,6-Jun-12,15:10,16:30,70.20904,70.20101,148.53036,148.5189,1,jwebber,3
prba,2012,6-Jun-12,17:37,18:34,70.27622,70.2674,148.53428,148.53943,1,jlautenbach,10
prba,2012,6-Jun-12,17:37,18:34,70.27622,70.2674,148.53428,148.53943,1,jlautenbach,2
prba,2012,6-Jun-12,17:37,18:34,70.27622,70.2674,148.53428,148.53943,1,jlautenbach,26
prba,2012,6-Jun-12,17:37,18:34,70.27622,70.2674,148.53428,148.53943,1,jlautenbach,3
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,0
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,1
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,1
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,1
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,2
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,2
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,2
prba,2012,6-Jun-12,18:00,18:30,70.26305,70.27148,148.55305,148.54416,1,jwebber,4
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,0
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,1
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,10
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,2
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,3
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,3
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,3
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,3
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,3
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,4
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,4
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,4
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,5
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,5
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,5
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,6
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
