Site,Year,Date,Start_time,End_time,Start_lat,End_lat,Start_lon,End_lon,Distance_surveyed_km,Observer,Perpend_dist_to_nest
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,7
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,8
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,8
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,9
cari,2011,7-Jul-11,11:00,17:15,70.11748,70.1255,145.84882,145.85252,15,ecorp,9
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,0
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,1
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,1
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,1
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,1
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,2
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,3
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,5
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,7
cari,2011,23-Jun-11,10:00,16:19,70.11768,70.12579,145.84864,145.85369,15.5,rburner,9
barr,2011,17-Jun-11,13:15,14:30,71.29496694,71.29496694,-156.6341679,-156.6341679,,jcunningham,
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,1,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,10,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,2,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,2,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,3,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,4,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,4,pherzog,1
barr,2011,17-Jun-11,13:30,15:10,71.26651738,71.26651738,-156.5312226,-156.5312226,7,pherzog,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,3,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,4,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,4,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,4,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,7,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,8,jzamuido,1
barr,2011,17-Jun-11,13:40,16:10,71.24462349,71.24462349,-156.5548957,-156.5548957,9,jzamuido,1
barr,2011,17-Jun-11,08:20,09:35,71.24591454,71.24591454,-156.5697786,-156.5697786,,jzamuido,no nests seen at plot 8
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,0,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,0,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,0,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,1,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,2,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,2,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,2,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,2,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,3,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,5,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,6,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,7,jcunningham,1
barr,2011,17-Jun-11,08:40,11:40,71.29034957,71.29034957,-156.6592323,-156.6592323,8,jcunningham,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,0.2,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,0.2,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,1,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,3,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,3,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,6,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,6,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,6,pherzog,1
barr,2011,17-Jun-11,08:45,10:35,71.25942275,71.25942275,-156.5273525,-156.5273525,6,pherzog,1
ikpi,2011,6-Jun-11,11:10,12:10,70.53978,70.5348,154.69688,154.71918,1,acook,2
ikpi,2011,6-Jun-11,11:10,12:10,70.53978,70.5348,154.69688,154.71918,1,acook,2.5
ikpi,2011,6-Jun-11,11:10,12:10,70.53978,70.5348,154.69688,154.71918,1,acook,3
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,1
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,1
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,1
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,1
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,2
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,2
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,2
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,3
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,3
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,3
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,4
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,5
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,5
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,5
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,5
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,7
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,7
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,8
ikpi,2011,6-Jun-11,11:30,13:22,70.5308,70.53975,154.68693,154.68341,1,jwright,8
ikpi,2011,6-Jun-11,13:35,14:40,70.53323,70.53545,154.71999,154.69811,0.85,mmudge,1
ikpi,2011,6-Jun-11,13:35,14:40,70.53323,70.53545,154.71999,154.69811,0.85,mmudge,2
ikpi,2011,6-Jun-11,13:35,14:40,70.53323,70.53545,154.71999,154.69811,0.85,mmudge,3
ikpi,2011,6-Jun-11,13:35,14:40,70.53323,70.53545,154.71999,154.69811,0.85,mmudge,4
ikpi,2011,6-Jun-11,14:10,14:40,70.54038,70.54179,154.6785,154.67534,0.2,kpietrzak,6
ikpi,2011,6-Jun-11,14:10,14:40,70.54038,70.54179,154.6785,154.67534,0.2,kpietrzak,6
ikpi,2011,6-Jun-11,14:10,14:40,70.54038,70.54179,154.6785,154.67534,0.2,kpietrzak,7
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,0
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,0
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,0
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,1
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,2
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,2
ikpi,2011,5-Jun-11,10:02,11:32,70.5555,70.55684,154.72511,154.69867,1,jwright,2
ikpi,2011,5-Jun-11,12:25,13:40,70.58572,70.57717,154.70233,154.71078,1,acook,
ikpi,2011,5-Jun-11,12:25,13:55,70.55595,70.56475,154.67668,154.67144,1,mmudge,1
ikpi,2011,5-Jun-11,15:00,16:32,70.56718,70.55834,154.71345,154.70919,1,kpietrzak,0
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,0
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,0
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,0
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,1
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,1
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,1
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,1
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,10
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,12
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,2
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,2
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,4
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,5
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,6
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,6
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,6
prba,2011,3-Jun-11,12:15,13:45,70.20101,70.20904,148.5189,148.53036,1,eames,8
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,0
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,0
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,1
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,1
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,1
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,1
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,1
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,2
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,3
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,3
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,5
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,5
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,6
prba,2011,3-Jun-11,15:55,17:00,70.27622,70.2674,148.53428,148.53943,1,eames,8
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,0
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,0
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,10
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,10
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,11
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,12
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,12
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,13
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,13
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,17
prba,2011,3-Jun-11,09:30,11:20,70.21377,70.22212,148.5118,148.52107,1,eames,8
barr,2014,12-Jun-14,07:56,08:45,71.26135,71.26652,156.84009,156.7763,0.5,rlanctot,2
ikpi,2014,5-Jun-14,14:50,15:45,70.55684,70.5555,154.69867,154.72511,1,mdodds,7.5
prba,2014,6-Jun-14,14:25,15:22,70.20904,70.20101,-148.53036,-148.5189,1,kscheimreif,0.25
prba,2014,6-Jun-14,14:25,15:22,70.20904,70.20101,-148.53036,-148.5189,1,kscheimreif,0.5
prba,2014,6-Jun-14,14:25,15:22,70.20904,70.20101,-148.53036,-148.5189,1,kscheimreif,2
prba,2014,6-Jun-14,14:25,15:22,70.20904,70.20101,-148.53036,-148.5189,1,kscheimreif,5
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,5
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,6
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,3
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,1
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,3
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,8
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,8
prba,2014,6-Jun-14,13:10,13:57,70.21377,70.22212,-148.5118,-148.52107,1,kscheimreif,9
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,1
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,1
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,2
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,3
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,1
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,1
prba,2014,6-Jun-14,09:20,10:10,70.27148,70.26305,-148.54416,-148.55305,1,kscheimreif,0.5
prba,2014,6-Jun-14,10:55,11:44,70.2674,70.27622,-148.53943,-148.53428,1,chelms,1
prba,2014,6-Jun-14,10:55,11:44,70.2674,70.27622,-148.53943,-148.53428,1,chelms,2
prba,2014,6-Jun-14,10:55,11:44,70.2674,70.27622,-148.53943,-148.53428,1,chelms,1
prba,2014,6-Jun-14,10:55,11:44,70.2674,70.27622,-148.53943,-148.53428,1,chelms,1
prba,2014,6-Jun-14,10:55,11:44,70.2674,70.27622,-148.53943,-148.53428,1,chelms,1
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,2
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,3
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,1
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,1
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,8
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,1
prba,2014,7-Jun-14,08:28,10:10,70.26928,70.27642,-148.79143,-148.80746,1,chelms,1
prba,2014,8-Jun-14,08:25,09:30,70.27367,70.27946,-148.7779,-148.79816,1,kscheimreif,10
prba,2014,8-Jun-14,08:25,09:30,70.27367,70.27946,-148.7779,-148.79816,1,kscheimreif,8
prba,2014,8-Jun-14,08:25,09:30,70.27367,70.27946,-148.7779,-148.79816,1,kscheimreif,2
prba,2014,9-Jun-14,11:36,12:45,70.35368,70.34536,-148.78352,-148.77359,1,kscheimreif,5
prba,2014,9-Jun-14,11:36,12:45,70.35368,70.34536,-148.78352,-148.77359,1,kscheimreif,7
coat,2014,14-Jun-14,09:00,11:30,62.85182,62.88327,82.48478,82.46372,3.67,sflemming,0
colv,2014,17-Jun-14,12:22,12:26,70.43658,70.43658,150.67555,150.66948,0.025,agottesman,none
colv,2014,17-Jun-14,14:04,15:30,70.42757,70.4227,150.66948,150.69189,,agottesman,33.69
colv,2014,17-Jun-14,14:04,15:30,70.42757,70.4227,150.66948,150.69189,,agottesman,31
colv,2014,17-Jun-14,14:04,15:30,70.42757,70.4227,150.66948,150.69189,,agottesman,0.86
colv,2014,17-Jun-14,16:01,16:40,70.42101,70.42548,150.69292,150.69374,,agottesman,none
colv,2014,17-Jun-14,17:17,18:37,70.41831,70.42731,150.66762,150.66814,,agottesman,2.38
colv,2014,17-Jun-14,17:17,18:37,70.41831,70.42731,150.66762,150.66814,,agottesman,7
colv,2014,17-Jun-14,17:17,18:37,70.41831,70.42731,150.66762,150.66814,,agottesman,4.52
colv,2014,17-Jun-14,13:26,13:37,70.44381,70.44184,150.69307,150.68948,,tdonnelly,0
colv,2014,17-Jun-14,13:39,13:56,70.4418,70.4418,150.68948,150.69757,,tdonnelly,0
colv,2014,17-Jun-14,14:05,14:20,70.44106,70.43825,150.69106,150.67868,,tdonnelly,1.6
colv,2014,17-Jun-14,14:22,15:25,70.4353,70.43825,150.70404,150.67868,,tdonnelly,0
colv,2014,17-Jun-14,15:45,16:17,70.43671,70.44189,150.70328,150.68548,,tdonnelly,0
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,5
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,18
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,9
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,15
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,1
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,3
barr,2014,20-Jun-14,10:30,13:30,71.2799,71.2799,-156.5838,-156.5838,2.4,jmarin,0
barr,2014,20-Jun-14,11:23,13:45,71.29689,71.29689,-156.645278,-156.645278,2.4,asterling,2
barr,2014,20-Jun-14,11:23,13:45,71.29689,71.29689,-156.645278,-156.645278,2.4,asterling,10
barr,2014,20-Jun-14,11:23,13:45,71.29689,71.29689,-156.645278,-156.645278,2.4,asterling,0
barr,2014,20-Jun-14,11:23,13:45,71.29689,71.29689,-156.645278,-156.645278,2.4,asterling,25
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,1
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,10
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,7
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,2
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,2
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,3
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0.5
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,1
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0.25
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,2
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,1.5
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,1
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,2.5
barr,2014,20-Jun-14,14:15,15:57,71.29551,71.29551,-156.641,-156.641,2.4,asterling,0.25
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,1
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,5
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,5
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,0
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,10
barr,2014,20-Jun-14,11:31,12:36,71.26661,71.26661,-156.52843,-156.52843,2.4,ssheedy,10
barr,2014,20-Jun-14,13:35,15:52,71.26488,71.26488,-156.52446,-156.52446,2.9,ssheedy,6
barr,2014,20-Jun-14,13:35,15:52,71.26488,71.26488,-156.52446,-156.52446,2.9,ssheedy,3
barr,2014,20-Jun-14,13:35,15:52,71.26488,71.26488,-156.52446,-156.52446,2.9,ssheedy,4
barr,2014,20-Jun-14,13:35,15:52,71.26488,71.26488,-156.52446,-156.52446,2.9,ssheedy,10
barr,2014,20-Jun-14,14:20,18:20,71.24547,71.24547,-156.56984,-156.56984,2.4,jmarin,1
chur,2014,5-Jul-14,12:30,13:30,58.66738,58.66746,93.80068,93.83456,2,lkoloski,1
chur,2014,8-Jul-14,10:53,11:28,58.66292,58.66285,93.83479,93.8008,2,jperz & cmurchison,1
chur,2014,9-Jul-14,14:55,15:32,58.65758,58.67587,93.85063,93.85075,2,jperz,0
chur,2014,9-Jul-14,14:51,15:24,58.67501,58.65751,93.84269,93.84228,2,cmurchison,0
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.8
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.5
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.1
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.5
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,0.9
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.7
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.5
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,1.3
cari,2014,12-Jul-14,10:15,18:30,70.11802,70.1178,145.84779,145.84496,11.1,sfreeman,2.3
