Year,Site,Date,Observer,Obs_effort,Transport,Survey_area,Nest_searching,Banding,Aqua_prey,Terre_prey,Pond_hydro,Pred_lemm,Other_activity,Notes
2014,burn,20-Jun-14,rnakoochee,7,foot,"ne,nw",y,y,n,n,n,n,n,
2014,burn,20-Jun-14,mevers,7,foot,"se,ne",y,n,n,n,n,n,n,
2014,burn,20-Jun-14,bdalziel,7,foot,sw,y,n,n,n,n,n,n,
2014,burn,21-Jun-14,kbennett,7,foot,camp,y,n,n,n,n,n,pp,pp=plant phenology
2014,burn,21-Jun-14,dmcrae,7,foot,"nw,ne",y,y,n,n,n,n,n,
2014,burn,21-Jun-14,mpeck,7,foot,"nw,ne",y,y,n,n,n,n,n,
2014,burn,21-Jun-14,lpollock,7,foot,"sw,se",y,y,n,n,n,n,n,
2014,burn,21-Jun-14,gracey,7,foot,"sw,se",y,y,n,n,n,n,n,
2014,burn,21-Jun-14,rnakoochee,7,foot,"nw,ne",y,n,n,n,n,n,n,
2014,burn,21-Jun-14,mevers,7,foot,"nw,ne",y,n,n,n,n,n,n,
2014,burn,21-Jun-14,bdalziel,7,foot,"sw,se",y,y,n,n,n,n,n,
2014,burn,22-Jun-14,kbennett,10,foot,ne,y,n,n,n,n,n,pp,
2014,burn,22-Jun-14,dmcrae,10,foot,"se,ne",y,n,n,n,n,n,an,
2014,burn,22-Jun-14,mpeck,10,foot,"sw,ne",y,y,n,n,n,n,an,
2014,burn,22-Jun-14,lpollock,10,foot,"sw,nw",y,y,n,n,n,n,an,
2014,burn,22-Jun-14,gracey,10,foot,"nw,se",y,n,n,n,n,n,an,
2014,burn,22-Jun-14,rnakoochee,10,foot,"se,sw",y,y,n,n,n,n,an,
2014,burn,22-Jun-14,mevers,10,foot,ne,y,n,n,n,n,n,n,
2014,burn,22-Jun-14,bdalziel,10,foot,"nw,se",y,n,n,y,n,n,an,
2014,burn,23-Jun-14,kbennett,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,dmcrae,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,mpeck,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,lpollock,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,gracey,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,rnakoochee,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,mevers,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,23-Jun-14,bdalziel,4,foot,camp,n,n,n,n,n,n,n,
2014,burn,24-Jun-14,kbennett,2,foot,camp,n,n,n,n,n,n,fb,fb=fence building
2014,burn,24-Jun-14,dmcrae,6,foot,"ne,nw",y,n,n,n,n,n,n,
2014,burn,24-Jun-14,mpeck,6,foot,,n,n,n,n,n,n,n,leaving camp today
2014,burn,24-Jun-14,lpollock,6,foot,"ne,nw",y,n,n,y,n,n,n,
2014,burn,24-Jun-14,gracey,6,foot,,n,n,n,n,n,n,n,leaving camp today
2014,burn,24-Jun-14,rnakoochee,6,foot,"ne,nw",y,n,n,n,n,n,np,np=nest photos (Canada Goose)
2014,burn,24-Jun-14,mevers,6,foot,"ne,nw",y,n,n,n,n,n,np,
2014,burn,24-Jun-14,bdalziel,6,foot,,n,n,n,n,n,n,n,leaving camp today
2014,burn,24-Jun-14,sbennett,2,foot,camp,n,n,n,n,n,n,fb,arriving today to build fence around camp
2014,burn,24-Jun-14,mgibson,2,foot,camp,n,n,n,n,n,n,fb,arriving today to build fence around camp
2014,burn,25-Jun-14,kbennett,8,foot,"camp,sw",y,n,n,n,n,n,"fb,pp,an",
2014,burn,25-Jun-14,dmcrae,8,foot,"se,sw,ne",y,y,n,n,n,n,an,
2014,burn,25-Jun-14,lpollock,8,foot,"se,sw,nw",y,y,n,n,n,n,an,
2014,burn,25-Jun-14,rnakoochee,8,foot,"se,sw",y,n,n,n,n,n,n,
2014,burn,25-Jun-14,mevers,8,foot,"camp,se",n,n,n,n,n,n,"fb,an",
2014,burn,25-Jun-14,sbennett,6,foot,camp,n,n,n,n,n,n,fb,
2014,burn,25-Jun-14,mgibson,6,foot,camp,n,n,n,n,n,n,fb,
2014,burn,26-Jun-14,kbennett,8,foot,camp,y,n,n,n,n,n,"pp,fb",
2014,burn,26-Jun-14,dmcrae,8,foot,"ne,nw",y,y,n,n,n,y,n,
2014,burn,26-Jun-14,lpollock,8,foot,"ne,nw",y,y,n,y,n,n,n,
2014,burn,26-Jun-14,rnakoochee,8,foot,"ne,nw",y,y,n,n,n,n,n,
2014,burn,26-Jun-14,mevers,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,26-Jun-14,sbennett,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,26-Jun-14,mgibson,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,27-Jun-14,kbennett,9,foot,ne,y,n,n,n,n,n,fb,
2014,burn,27-Jun-14,dmcrae,9,foot,"se,sw",y,y,n,n,n,n,n,
2014,burn,27-Jun-14,lpollock,9,foot,"se,sw",y,y,n,n,n,n,n,
2014,burn,27-Jun-14,rnakoochee,9,foot,ne,y,n,n,n,n,n,"fb,np",
2014,burn,27-Jun-14,mevers,4,foot,camp,n,n,n,n,n,n,fb ,
2014,burn,27-Jun-14,sbennett,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,27-Jun-14,mgibson,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,28-Jun-14,kbennett,6,foot,"camp,sw",n,n,n,n,n,n,"fb,an",
2014,burn,28-Jun-14,dmcrae,8,foot,"ne,nw",y,y,n,n,n,n,"fb,an",
2014,burn,28-Jun-14,lpollock,8,foot,"ne,nw",y,y,n,y,n,n,n,
2014,burn,28-Jun-14,rnakoochee,8,foot,"ne,nw",y,y,n,n,n,n,np,
2014,burn,28-Jun-14,mevers,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,28-Jun-14,sbennett,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,28-Jun-14,mgibson,4,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,kbennett,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,dmcrae,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,lpollock,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,rnakoochee,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,mevers,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,sbennett,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,29-Jun-14,mgibson,8,foot,camp,n,n,n,n,n,n,fb,
2014,burn,30-Jun-14,kbennett,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,dmcrae,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,lpollock,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,rnakoochee,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,mevers,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,sbennett,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2014,burn,30-Jun-14,mgibson,5,foot,camp,n,n,n,n,n,n,n,"closed camp, entire crew leaves"
2013,cakr,24-May-13,flin,3,foot,near camp,n,n,n,n,n,n,y,resights while waiting for helicopter loads
2013,cakr,24-May-13,mboldenow,2,foot,near camp,n,n,n,n,n,n,y,resights while waiting for helicopter loads
2013,cakr,25-May-13,flin,4,foot ,near camp,n,n,n,n,n,n,y,resights while setting up camp
2013,cakr,25-May-13,jkardiak,0,foot,in tents,n,n,n,n,n,n,y,"setting up office, kitchen inside"
2013,cakr,25-May-13,mboldenow,2,foot,near camp,n,n,n,n,n,n,y,resights while setting up camp
2013,cakr,25-May-13,rhunnewell,4,foot,near camp,n,n,n,n,n,n,y,resights while setting up camp
2013,cakr,26-May-13,flin,2.5,foot,sepe,n,n,n,n,n,n,y,resights while setting up weather station
2013,cakr,26-May-13,jkardiak,2.5,foot,sepe,n,n,n,n,n,n,y,resights while setting up weather station
2013,cakr,26-May-13,mboldenow,2.5,foot,sepe,n,n,n,n,n,n,y,resights while setting up weather station
2013,cakr,26-May-13,rhunnewell,3.5,foot,"sepe, camp",n,n,n,n,n,n,y,"resights while setting up weather station, walked out to CAMP plot"
2013,cakr,27-May-13,flin,6,foot,"sepe, nepe, camp",n,n,n,n,n,n,y,resights while setting up snow surveys
2013,cakr,27-May-13,jkardiak,6,foot,"sepe, nepe, camp",n,n,n,n,n,n,y,resights while setting up snow surveys
2013,cakr,27-May-13,mboldenow,6,foot,"sepe, nepe, camp",n,n,n,n,n,n,y,resights while setting up snow surveys
2013,cakr,27-May-13,rhunnewell,6,foot,"sepe, nepe, camp",n,n,n,n,n,n,y,resights while setting up snow surveys
2013,cakr,28-May-13,all,0,,,n,n,n,n,n,n,y,weather day. Fog made resights impossible.
2013,cakr,29-May-13,flin,6.5,foot,"sepe, nepe",n,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,29-May-13,jkardiak,4.5,foot,"camp, sepe",n,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,29-May-13,mboldenow,6.5,foot ,"nepe, sepe",n,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,29-May-13,rhunnewell,3,foot ,camp,n,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,30-May-13,flin,1,foot ,camp,n,n,n,n,n,y,y,resights
2013,cakr,30-May-13,flin,3,foot,camp,n,n,n,n,n,n,y,resights
2013,cakr,30-May-13,jkardiak,2,foot,sepe,n,n,n,n,n,y,y,resights
2013,cakr,30-May-13,mboldenow,3,foot,nepe,n,n,n,n,n,n,y,resights
2013,cakr,30-May-13,mboldenow,3,foot ,camp,n,n,n,n,n,y,y,resights
2013,cakr,31-May-13,flin,,foot,sepe,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,31-May-13,jkardiak,,foot,camp,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,31-May-13,mboldenow,,foot,nepe,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,31-May-13,rhunnewell,,foot,camp,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,01-Jun-13,flin,3,foot,"sepe, nepe",y,n,n,n,n,n,y,resights
2013,cakr,01-Jun-13,flin,4.5,foot,camp,y,n,n,n,n,n,y,resights
2013,cakr,01-Jun-13,jkardiak,7,foot,sepe,y,n,n,n,n,n,y,resights
2013,cakr,01-Jun-13,mboldenow,7,foot,sepe,y,n,n,n,n,y,y,resights
2013,cakr,01-Jun-13,rhunnewell,5.5,foot,nepe,y,n,n,n,n,n,y,resights
2013,cakr,02-Jun-13,flin,5,foot,nepe,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,02-Jun-13,jkardiak,5,foot,camp,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,02-Jun-13,mboldenow,6.5,"packraft,foot",soui,y,n,n,n,n,n,y,resights
2013,cakr,02-Jun-13,rhunnewell,5.5,foot,sepe,y,n,n,n,n,n,y,"snow survey, resights"
2013,cakr,03-Jun-13,flin,8,foot ,sepe,y,n,n,n,n,n,n,
2013,cakr,03-Jun-13,jkardiak,7,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,03-Jun-13,mboldenow,5,foot,camp,y,n,n,n,n,n,n,plus guided robin to soui via packraft
2013,cakr,03-Jun-13,rhunnewell,5,"packraft,foot",soui,y,n,n,n,n,n,n,
2013,cakr,04-Jun-13,flin,7.5,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,04-Jun-13,jkardiak,2,foot,sepe,n,n,n,n,n,n,n,nest check
2013,cakr,04-Jun-13,jkardiak,5,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,04-Jun-13,mboldenow,2,foot,sepe,n,n,n,n,n,n,n,nest check
2013,cakr,04-Jun-13,mboldenow,2.5,foot,"nepe, sepe",n,n,n,n,n,n,y,set sepe/nepe bound
2013,cakr,04-Jun-13,mboldenow,2.5,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,04-Jun-13,rhunnewell,1,foot,"nepe, sepe",y,n,n,n,n,n,n,
2013,cakr,04-Jun-13,rhunnewell,6,foot,camp,y,n,n,n,n,n,n,
2013,cakr,05-Jun-13,flin,4,foot,camp,y,n,n,n,n,n,n,
2013,cakr,05-Jun-13,jkardiak,5.5,"packraft,foot",soui,y,n,n,n,n,n,y,nest check
2013,cakr,05-Jun-13,mboldenow,6,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,05-Jun-13,rhunnewell,,foot,sepe,y,n,n,n,n,n,y,guided jen to soui
2013,cakr,07-Jun-13,flin,7,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,07-Jun-13,jkardiak,8.5,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,07-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,07-Jun-13,rhunnewell,8,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,08-Jun-13,flin,3,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,08-Jun-13,jkardiak,2.5,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,08-Jun-13,mboldenow,1.5,"packraft,foot",soui,y,n,n,n,n,n,y,resights
2013,cakr,08-Jun-13,rhunnewell,4.5,foot,camp,y,n,n,n,n,n,n,
2013,cakr,09-Jun-13,flin,7,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,09-Jun-13,jkardiak,7,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,09-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,working on banding kits
2013,cakr,09-Jun-13,rhunnewell,0,,,n,n,n,n,n,n,y,working on banding kits
2013,cakr,10-Jun-13,flin,8.5,foot,sepe,y,n,n,n,n,n,y,nest check
2013,cakr,10-Jun-13,jkardiak,9,foot,nepe,y,n,n,n,n,n,y,nest check
2013,cakr,10-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,10-Jun-13,mboldenow,2,foot,"nepe, sepe",y,n,n,n,n,n,y,nest check
2013,cakr,10-Jun-13,rhunnewell,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,11-Jun-13,flin,1.5,foot,nepe,n,n,n,n,n,n,y,snow survey
2013,cakr,11-Jun-13,flin,1.5,foot,nepe,n,y,n,n,n,n,n,
2013,cakr,11-Jun-13,flin,7,foot,nepe,y,n,n,n,n,n,y,nest check
2013,cakr,11-Jun-13,jkardiak,1.5,foot,sepe,n,y,n,n,n,n,n,
2013,cakr,11-Jun-13,jkardiak,2.5,foot,"sepe, camp",n,n,n,n,n,n,y,snow survey
2013,cakr,11-Jun-13,jkardiak,7,foot,sepe,y,n,n,n,n,n,y,nest check
2013,cakr,11-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,11-Jun-13,mboldenow,6,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,11-Jun-13,rhunnewell,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,11-Jun-13,rhunnewell,5.5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,12-Jun-13,all,0,,,n,n,n,n,n,n,y,going over banding protocol
2013,cakr,12-Jun-13,flin,2,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,12-Jun-13,flin,2,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,12-Jun-13,jkardiak,4,foot,sepe,y,n,n,n,n,n,y,terminate failed nest cards
2013,cakr,12-Jun-13,mboldenow,4,foot,"sepe, nepe",y,n,n,n,n,n,y,terminate failed nest cards
2013,cakr,12-Jun-13,rhunnewell,2,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,12-Jun-13,rhunnewell,2,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,13-Jun-13,flin,3,foot,camp,y,n,n,n,n,n,n,
2013,cakr,13-Jun-13,flin,4.5,foot,sepe,n,y,n,n,n,n,y,nest check
2013,cakr,13-Jun-13,jkardiak,,foot,nepe,n,y,n,n,n,n,n,
2013,cakr,13-Jun-13,mboldenow,,foot,nepe,n,y,n,n,n,n,n,
2013,cakr,13-Jun-13,rhunnewell,,"packraft,foot",soui,y,n,n,n,n,n,y,nest check
2013,cakr,14-Jun-13,flin,4,foot,,y,n,n,n,n,n,n,
2013,cakr,14-Jun-13,flin,5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,14-Jun-13,jkardiak,3,foot,,y,n,n,n,n,n,n,
2013,cakr,14-Jun-13,jkardiak,6.5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,14-Jun-13,mboldenow,1.5,foot,,y,n,n,n,n,n,n,
2013,cakr,14-Jun-13,mboldenow,6.5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,14-Jun-13,rhunnewell,3,foot,,y,n,n,n,n,n,n,
2013,cakr,14-Jun-13,rhunnewell,5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,15-Jun-13,mboldenow,2.5,foot,"camp, nepe, sepe",y,n,n,n,n,n,y,nest check
2013,cakr,15-Jun-13,tfarrugia,2.5,foot,"camp, nepe, sepe",y,n,n,n,n,n,y,nest check
2013,cakr,16-Jun-13,mboldenow,5.5,foot,"sepe, camp",n,y,n,n,n,n,n,
2013,cakr,16-Jun-13,tfarrugia,5.5,foot,"sepe, nepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,flin,2,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,flin,6,foot,"nepe, camp",y,n,n,n,n,n,n,
2013,cakr,17-Jun-13,jkardiak,2.5,foot,"camp, nepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,jkardiak,6,foot,"nepe, camp",y,n,n,n,n,n,y,
2013,cakr,17-Jun-13,mboldenow,2.5,foot,"camp, nepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,mboldenow,2.5,foot,"camp, nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,mboldenow,4,foot,camp,y,n,n,n,n,n,n,fox den search
2013,cakr,17-Jun-13,rhunnewell,3,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,17-Jun-13,rhunnewell,6,foot,sepe,y,n,n,n,n,n,n,
2013,cakr,17-Jun-13,tfarrugia,2,foot,"nepe, sepe",n,n,n,n,n,n,y,fox den search
2013,cakr,17-Jun-13,tfarrugia,2.5,foot,"camp, nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,18-Jun-13,flin,,foot,nepe,y,n,n,n,n,n,n,rope drag
2013,cakr,18-Jun-13,flin,,foot,"nepe, camp",n,y,n,n,n,n,n,
2013,cakr,18-Jun-13,jkardiak,,foot,"camp, nepe",n,y,n,n,n,n,n,
2013,cakr,18-Jun-13,jkardiak,,foot,nepe,y,n,n,n,n,n,n,rope drag
2013,cakr,18-Jun-13,jkardiak ,1.5,foot,sepe,n,n,n,n,n,n,y,nest check
2013,cakr,18-Jun-13,mboldenow,,foot ,"camp, nepe",n,y,n,n,n,n,n,
2013,cakr,18-Jun-13,rhunnewell,,foot,nepe,y,n,n,n,n,n,n,rope drag
2013,cakr,18-Jun-13,rhunnewell,,foot,"sepe, nepe",n,y,n,n,n,n,n,
2013,cakr,18-Jun-13,tfarrugia,,foot,sepe,n,y,n,n,n,n,n,
2013,cakr,19-Jun-13,flin,1,foot,sepe,n,n,n,n,n,n,y,snow survey
2013,cakr,19-Jun-13,flin,2.5,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,19-Jun-13,flin,2.5,"packraft,foot",soui,y,y,n,n,n,n,n,
2013,cakr,19-Jun-13,jkardiak,2,foot,camp,n,n,n,n,n,n,y,snow survey
2013,cakr,19-Jun-13,jkardiak,7.5,foot,"camp, nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,19-Jun-13,mboldenow,1,foot,nepe,n,n,n,n,n,n,y,snow survey
2013,cakr,19-Jun-13,mboldenow,7.5,foot,"camp, nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,19-Jun-13,rhunnewell,1,foot,sepe,n,n,n,n,n,n,y,snow survey
2013,cakr,19-Jun-13,rhunnewell,2.5,foot,nepe,y,n,n,n,n,n,n,
2013,cakr,19-Jun-13,rhunnewell,2.5,"packraft,foot",soui,y,y,n,n,n,n,n,
2013,cakr,20-Jun-13,flin,6,foot,nepe,y,n,n,n,n,n,y,nest check
2013,cakr,20-Jun-13,jkardiak,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,20-Jun-13,jkardiak,7,foot,camp,y,y,n,n,n,n,n,
2013,cakr,20-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,20-Jun-13,mboldenow,7,foot,camp,y,y,n,n,n,n,n,
2013,cakr,20-Jun-13,rhunnewell,5,foot,sepe,y,n,n,n,n,n,y,nest check
2013,cakr,21-Jun-13,flin,,foot,nepe,y,y,n,n,n,n,y,nest check
2013,cakr,21-Jun-13,jkardiak,9,foot,camp,y,y,n,n,n,n,y,nest check
2013,cakr,21-Jun-13,mboldenow,9,foot,camp,y,y,n,n,n,n,y,nest check
2013,cakr,21-Jun-13,rhunnewell,,foot,sepe,y,y,n,n,n,n,y,nest check
2013,cakr,21-Jun-13,tfarrugia,5,foot,camp,y,y,n,n,n,n,y,nest check
2013,cakr,22-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,22-Jun-13,mboldenow,5.5,foot,"sepe, nepe, camp",y,n,n,n,n,n,y,nest check
2013,cakr,22-Jun-13,tfarrugia,5.5,foot,"sepe, nepe, camp",y,n,n,n,n,n,y,nest check
2013,cakr,23-Jun-13,flin,3,foot,camp,y,n,n,n,n,n,n,
2013,cakr,23-Jun-13,flin,4.5,foot,"nepe, camp",n,y,n,n,n,n,n,
2013,cakr,23-Jun-13,jkardiak,2,foot,sepe,y,n,n,n,n,n,y,nest check
2013,cakr,23-Jun-13,jkardiak,7,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,23-Jun-13,mboldenow,2,foot,nepe,y,n,n,n,n,n,y,nest check
2013,cakr,23-Jun-13,mboldenow,7,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,23-Jun-13,rhunnewell,3,foot,camp,y,n,n,n,n,n,n,
2013,cakr,23-Jun-13,rhunnewell,4.5,foot,"nepe, camp",n,y,n,n,n,n,n,
2013,cakr,23-Jun-13,tfarrugia,2,foot,"nepe, sepe",y,n,n,n,n,n,n,
2013,cakr,24-Jun-13,flin,7,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,24-Jun-13,jkardiak,,foot,sepe,n,n,n,n,n,n,y,terminating nest cards
2013,cakr,24-Jun-13,jkardiak,2,foot,sepe,n,n,n,n,n,n,y,nest check
2013,cakr,24-Jun-13,jkardiak,6.5,foot,sepe,n ,y,n,n,n,n,n,
2013,cakr,24-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,isla norte prep and other office tasks
2013,cakr,24-Jun-13,mboldenow,2,foot,"sepe, camp",n,n,n,n,n,n,y,nest check
2013,cakr,24-Jun-13,mboldenow,6.5,foot,sepe,n,y,n,n,n,n,n,
2013,cakr,24-Jun-13,rhunnewell,6.5,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,25-Jun-13,flin,,foot,"sepe, camp",n,y,n,n,n,n,y,nest check
2013,cakr,25-Jun-13,jkardiak,2,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,25-Jun-13,jkardiak,8,foot,sepe,y,n,n,n,n,n,y,terminating nest cards
2013,cakr,25-Jun-13,mboldenow,2,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,25-Jun-13,rhunnewell,,foot,"sepe, camp",n,y,n,n,n,n,y,nest check
2013,cakr,26-Jun-13,flin,2.5,foot ,sepe,y,n,n,n,n,n,n,rope drag
2013,cakr,26-Jun-13,flin,8,foot,"sepe, camp",n,y,n,n,n,n,y,nest check
2013,cakr,26-Jun-13,jkardiak,2.5,foot,sepe,y,n,n,n,n,n,n,rope drag
2013,cakr,26-Jun-13,jkardiak,9,foot,nepe,n,y,n,n,n,n,y,nest check
2013,cakr,26-Jun-13,mboldenow,13.5,"packraft,foot",nort,y,y,n,n,n,n,n,
2013,cakr,26-Jun-13,rhunnewell,13.5,"packraft,foot",nort,y,y,n,n,n,n,n,
2013,cakr,27-Jun-13,flin,2,foot,nepe,n,n,n,n,n,n,y,nest check
2013,cakr,27-Jun-13,flin,3,foot,sepe,y,n,n,n,n,n,n,rope drag
2013,cakr,27-Jun-13,jkardiak,2,foot,"sepe, nepe",n,n,n,n,n,n,y,nest check
2013,cakr,27-Jun-13,jkardiak,3,foot,sepe,y,n,n,n,n,n,n,rope drag
2013,cakr,27-Jun-13,mboldenow,0,,,n,n,n,n,n,n,y,"food inventory, camp repairs, packing gear"
2013,cakr,27-Jun-13,mboldenow,1,foot,nepe,n,n,n,n,n,n,y,nest check
2013,cakr,27-Jun-13,rhunnewell,0.5,foot,sepe,y,n,n,n,n,n,n,rope drag
2013,cakr,27-Jun-13,rhunnewell,2,foot,nepe,n,n,n,n,n,n,y,nest check
2013,cakr,27-Jun-13,tfarrugia,0,,,n,n,n,n,n,n,y,"food inventory, camp repairs, packing gear"
2013,cakr,28-Jun-13,flin,2.5,foot,"sepe, nepe",n,n,n,n,n,n,y,nest check
2013,cakr,28-Jun-13,jkardiak,2.5,foot,nepe,n,y,n,n,n,n,n,banding chicks
2013,cakr,28-Jun-13,mboldenow,2.5,foot,nepe,n,n,n,n,n,n,y,nest check
2013,cakr,28-Jun-13,rhunnewell,2.5,foot,"nepe, sepe",n,n,n,n,n,n,y,nest check
2013,cakr,28-Jun-13,tfarrugia,2.5,foot,nepe,n,y,n,n,n,n,n,banding chicks
2013,cakr,29-Jun-13,all,0,,,n,n,n,n,n,n,y,office tasks
2013,cakr,29-Jun-13,flin,4,foot,"sepe, nepe",n,y,n,n,n,n,n,
2013,cakr,29-Jun-13,flin ,2.5,foot,nepe,n,y,n,n,n,n,y,"nest check, band chicks"
2013,cakr,29-Jun-13,jkardiak,2.5,foot,"sepe, nepe",n,n,n,n,n,n,y,nest check
2013,cakr,29-Jun-13,jkardiak,4,foot,"sepe, nepe",n,y,n,n,n,n,n,
2013,cakr,29-Jun-13,mboldenow,2.5,foot,camp,n,y,n,n,n,n,y,nest check
2013,cakr,29-Jun-13,mboldenow,4,foot,"sepe, nepe",n,y,n,n,n,n,n,
2013,cakr,30-Jun-13,all,0,,,n,n,n,n,n,n,y,office and camp maintenance tasks
2013,cakr,30-Jun-13,flin,2.5,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,30-Jun-13,jkardiak,2,foot,nepe,n,y,n,n,n,n,n,
2013,cakr,30-Jun-13,mboldenow,3,foot,"nepe, camp",n,y,n,n,n,n,n,
2013,cakr,01-Jul-13,flin,2.25,foot,nepe,n,n,n,n,n,n,y,nest check
2013,cakr,01-Jul-13,jkardiak,2.25,foot,camp,n,n,n,n,n,n,y,nest check
2013,cakr,01-Jul-13,mboldenow,0,,,n,n,n,n,n,n,y,data entry
2013,cakr,01-Jul-13,mboldenow,1.5,foot,"sepe, nepe",n,n,n,n,n,n,y,nest check
2013,cakr,02-Jul-13,flin,3,foot,"nepe, sepe",n,y,n,n,n,n,n,
2013,cakr,02-Jul-13,flin,3,foot,"sepe, camp",n,n,n,n,n,n,y,"snow survey, nest check"
